GHO (CODE),GHO (DISPLAY),GHO (URL),PUBLISHSTATE (CODE),PUBLISHSTATE (DISPLAY),PUBLISHSTATE (URL),YEAR (CODE),YEAR (DISPLAY),YEAR (URL),REGION (CODE),REGION (DISPLAY),REGION (URL),WORLDBANKINCOMEGROUP (CODE),STARTYEAR,ENDYEAR,WORLDBANKINCOMEGROUP (DISPLAY),WORLDBANKINCOMEGROUP (URL),COUNTRY (CODE),COUNTRY (DISPLAY),COUNTRY (URL),AGEGROUP (CODE),AGEGROUP (DISPLAY),AGEGROUP (URL),SEX (CODE),SEX (DISPLAY),SEX (URL),RESIDENCEAREATYPE (CODE),RESIDENCEAREATYPE (DISPLAY),RESIDENCEAREATYPE (URL),ENVCAUSE (CODE),ENVCAUSE (DISPLAY),ENVCAUSE (URL),Display Value,Numeric,Low,High,StdErr,StdDev,Comments
SDGSUICIDE,Crude suicide rates (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4664,PUBLISHED,Published,,2016,2016,,EUR,Europe,,WB_HI,2016,2016,High-income,,FRA,France,,YEARS20-24,20-24 years,,FMLE,Female,,,,,,,,3.5,3.50000,,,,,
SDGSUICIDE,Crude suicide rates (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4664,PUBLISHED,Published,,2016,2016,,EUR,Europe,,WB_HI,2016,2016,High-income,,FRA,France,,YEARS20-24,20-24 years,,MLE,Male,,,,,,,,10.5,10.50000,,,,,
SDGSUICIDE,Crude suicide rates (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4664,PUBLISHED,Published,,2016,2016,,EUR,Europe,,WB_HI,2016,2016,High-income,,FRA,France,,YEARS25-29,25-29 years,,BTSX,Both sexes,,,,,,,,8.9,8.90000,,,,,
SDGSUICIDE,Crude suicide rates (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4664,PUBLISHED,Published,,2016,2016,,EUR,Europe,,WB_HI,2016,2016,High-income,,FRA,France,,YEARS25-29,25-29 years,,FMLE,Female,,,,,,,,4.3,4.30000,,,,,
SDGSUICIDE,Crude suicide rates (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4664,PUBLISHED,Published,,2016,2016,,EUR,Europe,,WB_HI,2016,2016,High-income,,FRA,France,,YEARS25-29,25-29 years,,MLE,Male,,,,,,,,13.3,13.30000,,,,,
SDGSUICIDE,Crude suicide rates (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4664,PUBLISHED,Published,,2016,2016,,EUR,Europe,,WB_HI,2016,2016,High-income,,FRA,France,,YEARS10-19,10-19 years,,BTSX,Both sexes,,,,,,,,2.2,2.20000,,,,,
SDGSUICIDE,Crude suicide rates (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4664,PUBLISHED,Published,,2016,2016,,EUR,Europe,,WB_HI,2016,2016,High-income,,FRA,France,,YEARS10-19,10-19 years,,FMLE,Female,,,,,,,,1.5,1.50000,,,,,
SDGSUICIDE,Crude suicide rates (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4664,PUBLISHED,Published,,2016,2016,,EUR,Europe,,WB_HI,2016,2016,High-income,,FRA,France,,YEARS10-19,10-19 years,,MLE,Male,,,,,,,,2.9,2.90000,,,,,
SDGSUICIDE,Crude suicide rates (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4664,PUBLISHED,Published,,2016,2016,,EUR,Europe,,WB_HI,2016,2016,High-income,,FRA,France,,YEARS20-29,20-29  years,,BTSX,Both sexes,,,,,,,,8.0,8.00000,,,,,
SDGSUICIDE,Crude suicide rates (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4664,PUBLISHED,Published,,2016,2016,,EUR,Europe,,WB_HI,2016,2016,High-income,,FRA,France,,YEARS20-29,20-29  years,,FMLE,Female,,,,,,,,3.9,3.90000,,,,,
SDGSUICIDE,Crude suicide rates (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4664,PUBLISHED,Published,,2016,2016,,EUR,Europe,,WB_HI,2016,2016,High-income,,FRA,France,,YEARS20-29,20-29  years,,MLE,Male,,,,,,,,12.0,12.00000,,,,,
SDGSUICIDE,Crude suicide rates (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4664,PUBLISHED,Published,,2016,2016,,EUR,Europe,,WB_HI,2016,2016,High-income,,FRA,France,,YEARS30-39,30-39  years,,BTSX,Both sexes,,,,,,,,13.4,13.40000,,,,,
SDGSUICIDE,Crude suicide rates (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4664,PUBLISHED,Published,,2016,2016,,EUR,Europe,,WB_HI,2016,2016,High-income,,FRA,France,,YEARS30-39,30-39  years,,FMLE,Female,,,,,,,,5.9,5.90000,,,,,
SDGSUICIDE,Crude suicide rates (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4664,PUBLISHED,Published,,2016,2016,,EUR,Europe,,WB_HI,2016,2016,High-income,,FRA,France,,YEARS30-39,30-39  years,,MLE,Male,,,,,,,,20.6,20.60000,,,,,
SDGSUICIDE,Crude suicide rates (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4664,PUBLISHED,Published,,2016,2016,,EUR,Europe,,WB_HI,2016,2016,High-income,,FRA,France,,YEARS40-49,40-49  years,,BTSX,Both sexes,,,,,,,,21.8,21.80000,,,,,
SDGSUICIDE,Crude suicide rates (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4664,PUBLISHED,Published,,2016,2016,,EUR,Europe,,WB_HI,2016,2016,High-income,,FRA,France,,YEARS40-49,40-49  years,,FMLE,Female,,,,,,,,9.6,9.60000,,,,,
SDGSUICIDE,Crude suicide rates (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4664,PUBLISHED,Published,,2016,2016,,EUR,Europe,,WB_HI,2016,2016,High-income,,FRA,France,,YEARS40-49,40-49  years,,MLE,Male,,,,,,,,33.9,33.90000,,,,,
SDGSUICIDE,Crude suicide rates (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4664,PUBLISHED,Published,,2016,2016,,EUR,Europe,,WB_HI,2016,2016,High-income,,FRA,France,,YEARS50-59,50-59  years,,BTSX,Both sexes,,,,,,,,23.2,23.20000,,,,,
SDGSUICIDE,Crude suicide rates (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4664,PUBLISHED,Published,,2016,2016,,EUR,Europe,,WB_HI,2016,2016,High-income,,FRA,France,,YEARS50-59,50-59  years,,FMLE,Female,,,,,,,,11.8,11.80000,,,,,
SDGSUICIDE,Crude suicide rates (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4664,PUBLISHED,Published,,2016,2016,,EUR,Europe,,WB_HI,2016,2016,High-income,,FRA,France,,YEARS50-59,50-59  years,,MLE,Male,,,,,,,,35.0,35.00000,,,,,
SDGSUICIDE,Crude suicide rates (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4664,PUBLISHED,Published,,2016,2016,,EUR,Europe,,WB_HI,2016,2016,High-income,,FRA,France,,YEARS60-69,60-69  years,,BTSX,Both sexes,,,,,,,,20.3,20.30000,,,,,
SDGSUICIDE,Crude suicide rates (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4664,PUBLISHED,Published,,2016,2016,,EUR,Europe,,WB_HI,2016,2016,High-income,,FRA,France,,YEARS60-69,60-69  years,,FMLE,Female,,,,,,,,13.0,13.00000,,,,,
SDGSUICIDE,Crude suicide rates (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4664,PUBLISHED,Published,,2016,2016,,EUR,Europe,,WB_HI,2016,2016,High-income,,FRA,France,,YEARS60-69,60-69  years,,MLE,Male,,,,,,,,28.1,28.10000,,,,,
SDGSUICIDE,Crude suicide rates (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4664,PUBLISHED,Published,,2016,2016,,EUR,Europe,,WB_HI,2016,2016,High-income,,FRA,France,,YEARS70-79,70-79 years,,BTSX,Both sexes,,,,,,,,27.2,27.20000,,,,,
SDGSUICIDE,Crude suicide rates (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4664,PUBLISHED,Published,,2016,2016,,EUR,Europe,,WB_HI,2016,2016,High-income,,FRA,France,,YEARS70-79,70-79 years,,FMLE,Female,,,,,,,,18.5,18.50000,,,,,
SDGSUICIDE,Crude suicide rates (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4664,PUBLISHED,Published,,2016,2016,,EUR,Europe,,WB_HI,2016,2016,High-income,,FRA,France,,YEARS70-79,70-79 years,,MLE,Male,,,,,,,,37.2,37.20000,,,,,
SDGSUICIDE,Crude suicide rates (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4664,PUBLISHED,Published,,2016,2016,,EUR,Europe,,WB_HI,2016,2016,High-income,,FRA,France,,YEARS80PLUS,80+ years,,BTSX,Both sexes,,,,,,,,73.4,73.40000,,,,,
SDGSUICIDE,Crude suicide rates (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4664,PUBLISHED,Published,,2016,2016,,EUR,Europe,,WB_HI,2016,2016,High-income,,FRA,France,,YEARS80PLUS,80+ years,,FMLE,Female,,,,,,,,60.1,60.10000,,,,,
SDGSUICIDE,Crude suicide rates (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4664,PUBLISHED,Published,,2016,2016,,EUR,Europe,,WB_HI,2016,2016,High-income,,FRA,France,,YEARS80PLUS,80+ years,,MLE,Male,,,,,,,,96.8,96.80000,,,,,
SDGSUICIDE,Crude suicide rates (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4664,PUBLISHED,Published,,2016,2016,,EUR,Europe,,WB_HI,2016,2016,High-income,,FRA,France,,YEARS15-29,15-29  years,,BTSX,Both sexes,,,,,,,,6.6,6.60000,,,,,
SDGSUICIDE,Crude suicide rates (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4664,PUBLISHED,Published,,2016,2016,,EUR,Europe,,WB_HI,2016,2016,High-income,,FRA,France,,YEARS30-49,30-49 years,,BTSX,Both sexes,,,,,,,,17.8,17.80000,,,,,
SDGSUICIDE,Crude suicide rates (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4664,PUBLISHED,Published,,2016,2016,,EUR,Europe,,WB_HI,2016,2016,High-income,,FRA,France,,YEARS15-29,15-29  years,,FMLE,Female,,,,,,,,3.4,3.40000,,,,,
SDGSUICIDE,Crude suicide rates (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4664,PUBLISHED,Published,,2016,2016,,EUR,Europe,,WB_HI,2016,2016,High-income,,FRA,France,,YEARS30-49,30-49 years,,FMLE,Female,,,,,,,,7.8,7.80000,,,,,
SDGSUICIDE,Crude suicide rates (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4664,PUBLISHED,Published,,2016,2016,,EUR,Europe,,WB_HI,2016,2016,High-income,,FRA,France,,YEARS15-29,15-29  years,,MLE,Male,,,,,,,,9.6,9.60000,,,,,
SDGSUICIDE,Crude suicide rates (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4664,PUBLISHED,Published,,2016,2016,,EUR,Europe,,WB_HI,2016,2016,High-income,,FRA,France,,YEARS30-49,30-49 years,,MLE,Male,,,,,,,,27.5,27.50000,,,,,
SDGAIRBOD,Ambient and household air pollution attributable death rate (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3793,PUBLISHED,Published,,2016,2016,,EUR,Europe,,,2016,2016,,,FRA,France,,,,,BTSX,Both sexes,,,,,,,,25[ 19-33],25.17518,18.94029,33.40100,,,
SDGAIRBOD,Ambient and household air pollution attributable death rate (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3793,PUBLISHED,Published,,2016,2016,,EUR,Europe,,,2016,2016,,,FRA,France,,,,,FMLE,Female,,,,,,,,23[ 17-33],22.98839,16.60902,32.57618,,,
SDGAIRBOD,Ambient and household air pollution attributable death rate (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3793,PUBLISHED,Published,,2016,2016,,EUR,Europe,,,2016,2016,,,FRA,France,,,,,MLE,Male,,,,,,,,27[ 21-35],27.43741,20.87341,34.58720,,,
SDGAIRBODA,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3793,PUBLISHED,Published,,2016,2016,,EUR,Europe,,,2016,2016,,,FRA,France,,,,,BTSX,Both sexes,,,,,,,,10[ 7-13],9.71410,7.30830,12.88812,,,
SDGAIRBODA,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3793,PUBLISHED,Published,,2016,2016,,EUR,Europe,,,2016,2016,,,FRA,France,,,,,FMLE,Female,,,,,,,,7[ 5-9],6.66711,4.81696,9.44776,,,
SDGAIRBODA,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3793,PUBLISHED,Published,,2016,2016,,EUR,Europe,,,2016,2016,,,FRA,France,,,,,MLE,Male,,,,,,,,13[ 10-17],13.26195,10.08923,16.71783,,,
SDGDISASTER,Average death rate due to natural disasters (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4665,PUBLISHED,Published,,2012-2016,2012-2016,,EUR,Europe,,,2012,2016,,,FRA,France,,,,,MLE,Male,,,,,,,,<0.1,0.03594,,,,,
SDGDISASTER,Average death rate due to natural disasters (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4665,PUBLISHED,Published,,2012-2016,2012-2016,,EUR,Europe,,,2012,2016,,,FRA,France,,,,,FMLE,Female,,,,,,,,<0.1,0.00723,,,,,
SDGDISASTER,Average death rate due to natural disasters (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4665,PUBLISHED,Published,,2012-2016,2012-2016,,EUR,Europe,,,2012,2016,,,FRA,France,,,,,BTSX,Both sexes,,,,,,,,<0.1,0.02133,,,,,
SDGWSHBOD,Mortality rate attributed to exposure to unsafe WASH services (per 100 000 population) (SDG 3.9.2),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4675,PUBLISHED,Published,,2016,2016,,EUR,Europe,,,2016,2016,,,FRA,France,,,,,MLE,Male,,,,,,,,0.2,0.20430,,,,,
SDGWSHBOD,Mortality rate attributed to exposure to unsafe WASH services (per 100 000 population) (SDG 3.9.2),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4675,PUBLISHED,Published,,2016,2016,,EUR,Europe,,,2016,2016,,,FRA,France,,,,,FMLE,Female,,,,,,,,0.3,0.32449,,,,,
SDGWSHBOD,Mortality rate attributed to exposure to unsafe WASH services (per 100 000 population) (SDG 3.9.2),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4675,PUBLISHED,Published,,2016,2016,,EUR,Europe,,,2016,2016,,,FRA,France,,,,,BTSX,Both sexes,,,,,,,,0.3,0.26542,,,,,
SDGIHR2018,"Average of 13 International Health Regulations core capacity scores, SPAR version",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5338,PUBLISHED,Published,,2018,2018,,EUR,Europe,,,2018,2018,,,FRA,France,,,,,,,,,,,,,,82,82.00000,,,,,
SDGTOBACCO,Prevalence of current tobacco use among persons aged 15 years and older (age-standardized rate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5562,PUBLISHED,Published,,2000,2000,,EUR,Europe,,,2000,2000,,,FRA,France,,,,,BTSX,Both sexes,,,,,,,,34.6,34.60000,,,,,"Estimate refers to smoking only, but expected to be similar to all tobacco use"
SDGTOBACCO,Prevalence of current tobacco use among persons aged 15 years and older (age-standardized rate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5562,PUBLISHED,Published,,2000,2000,,EUR,Europe,,,2000,2000,,,FRA,France,,,,,FMLE,Female,,,,,,,,30.7,30.70000,,,,,"Estimate refers to smoking only, but expected to be similar to all tobacco use"
SDGTOBACCO,Prevalence of current tobacco use among persons aged 15 years and older (age-standardized rate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5562,PUBLISHED,Published,,2000,2000,,EUR,Europe,,,2000,2000,,,FRA,France,,,,,MLE,Male,,,,,,,,38.5,38.50000,,,,,"Estimate refers to smoking only, but expected to be similar to all tobacco use"
SDGTOBACCO,Prevalence of current tobacco use among persons aged 15 years and older (age-standardized rate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5562,PUBLISHED,Published,,2005,2005,,EUR,Europe,,,2005,2005,,,FRA,France,,,,,BTSX,Both sexes,,,,,,,,34.5,34.50000,,,,,"Estimate refers to smoking only, but expected to be similar to all tobacco use"
SDGTOBACCO,Prevalence of current tobacco use among persons aged 15 years and older (age-standardized rate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5562,PUBLISHED,Published,,2005,2005,,EUR,Europe,,,2005,2005,,,FRA,France,,,,,FMLE,Female,,,,,,,,31.4,31.40000,,,,,"Estimate refers to smoking only, but expected to be similar to all tobacco use"
SDGTOBACCO,Prevalence of current tobacco use among persons aged 15 years and older (age-standardized rate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5562,PUBLISHED,Published,,2005,2005,,EUR,Europe,,,2005,2005,,,FRA,France,,,,,MLE,Male,,,,,,,,37.5,37.50000,,,,,"Estimate refers to smoking only, but expected to be similar to all tobacco use"
SDGTOBACCO,Prevalence of current tobacco use among persons aged 15 years and older (age-standardized rate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5562,PUBLISHED,Published,,2010,2010,,EUR,Europe,,,2010,2010,,,FRA,France,,,,,BTSX,Both sexes,,,,,,,,34.5,34.50000,,,,,"Estimate refers to smoking only, but expected to be similar to all tobacco use"
SDGTOBACCO,Prevalence of current tobacco use among persons aged 15 years and older (age-standardized rate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5562,PUBLISHED,Published,,2010,2010,,EUR,Europe,,,2010,2010,,,FRA,France,,,,,FMLE,Female,,,,,,,,32.0,32.00000,,,,,"Estimate refers to smoking only, but expected to be similar to all tobacco use"
SDGTOBACCO,Prevalence of current tobacco use among persons aged 15 years and older (age-standardized rate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5562,PUBLISHED,Published,,2010,2010,,EUR,Europe,,,2010,2010,,,FRA,France,,,,,MLE,Male,,,,,,,,37.0,37.00000,,,,,"Estimate refers to smoking only, but expected to be similar to all tobacco use"
SDGTOBACCO,Prevalence of current tobacco use among persons aged 15 years and older (age-standardized rate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5562,PUBLISHED,Published,,2013,2013,,EUR,Europe,,,2013,2013,,,FRA,France,,,,,BTSX,Both sexes,,,,,,,,34.5,34.50000,,,,,"Estimate refers to smoking only, but expected to be similar to all tobacco use"
SDGTOBACCO,Prevalence of current tobacco use among persons aged 15 years and older (age-standardized rate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5562,PUBLISHED,Published,,2013,2013,,EUR,Europe,,,2013,2013,,,FRA,France,,,,,FMLE,Female,,,,,,,,32.5,32.50000,,,,,"Estimate refers to smoking only, but expected to be similar to all tobacco use"
SDGTOBACCO,Prevalence of current tobacco use among persons aged 15 years and older (age-standardized rate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5562,PUBLISHED,Published,,2013,2013,,EUR,Europe,,,2013,2013,,,FRA,France,,,,,MLE,Male,,,,,,,,36.5,36.50000,,,,,"Estimate refers to smoking only, but expected to be similar to all tobacco use"
SDGTOBACCO,Prevalence of current tobacco use among persons aged 15 years and older (age-standardized rate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5562,PUBLISHED,Published,,2014,2014,,EUR,Europe,,,2014,2014,,,FRA,France,,,,,BTSX,Both sexes,,,,,,,,34.6,34.60000,,,,,"Estimate refers to smoking only, but expected to be similar to all tobacco use"
SDGTOBACCO,Prevalence of current tobacco use among persons aged 15 years and older (age-standardized rate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5562,PUBLISHED,Published,,2014,2014,,EUR,Europe,,,2014,2014,,,FRA,France,,,,,FMLE,Female,,,,,,,,32.5,32.50000,,,,,"Estimate refers to smoking only, but expected to be similar to all tobacco use"
SDGTOBACCO,Prevalence of current tobacco use among persons aged 15 years and older (age-standardized rate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5562,PUBLISHED,Published,,2014,2014,,EUR,Europe,,,2014,2014,,,FRA,France,,,,,MLE,Male,,,,,,,,36.7,36.70000,,,,,"Estimate refers to smoking only, but expected to be similar to all tobacco use"
SDGTOBACCO,Prevalence of current tobacco use among persons aged 15 years and older (age-standardized rate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5562,PUBLISHED,Published,,2015,2015,,EUR,Europe,,,2015,2015,,,FRA,France,,,,,BTSX,Both sexes,,,,,,,,34.5,34.50000,,,,,"Estimate refers to smoking only, but expected to be similar to all tobacco use"
SDGTOBACCO,Prevalence of current tobacco use among persons aged 15 years and older (age-standardized rate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5562,PUBLISHED,Published,,2015,2015,,EUR,Europe,,,2015,2015,,,FRA,France,,,,,FMLE,Female,,,,,,,,32.7,32.70000,,,,,"Estimate refers to smoking only, but expected to be similar to all tobacco use"
SDGTOBACCO,Prevalence of current tobacco use among persons aged 15 years and older (age-standardized rate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5562,PUBLISHED,Published,,2015,2015,,EUR,Europe,,,2015,2015,,,FRA,France,,,,,MLE,Male,,,,,,,,36.4,36.40000,,,,,"Estimate refers to smoking only, but expected to be similar to all tobacco use"
SDGTOBACCO,Prevalence of current tobacco use among persons aged 15 years and older (age-standardized rate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5562,PUBLISHED,Published,,2016,2016,,EUR,Europe,,,2016,2016,,,FRA,France,,,,,BTSX,Both sexes,,,,,,,,34.6,34.60000,,,,,"Estimate refers to smoking only, but expected to be similar to all tobacco use"
SDGTOBACCO,Prevalence of current tobacco use among persons aged 15 years and older (age-standardized rate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5562,PUBLISHED,Published,,2016,2016,,EUR,Europe,,,2016,2016,,,FRA,France,,,,,FMLE,Female,,,,,,,,32.9,32.90000,,,,,"Estimate refers to smoking only, but expected to be similar to all tobacco use"
SDGTOBACCO,Prevalence of current tobacco use among persons aged 15 years and older (age-standardized rate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5562,PUBLISHED,Published,,2016,2016,,EUR,Europe,,,2016,2016,,,FRA,France,,,,,MLE,Male,,,,,,,,36.4,36.40000,,,,,"Estimate refers to smoking only, but expected to be similar to all tobacco use"
SDGTOBACCO,Prevalence of current tobacco use among persons aged 15 years and older (age-standardized rate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5562,PUBLISHED,Published,,2017,2017,,EUR,Europe,,,2017,2017,,,FRA,France,,,,,BTSX,Both sexes,,,,,,,,34.6,34.60000,,,,,"Estimate refers to smoking only, but expected to be similar to all tobacco use"
SDGTOBACCO,Prevalence of current tobacco use among persons aged 15 years and older (age-standardized rate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5562,PUBLISHED,Published,,2017,2017,,EUR,Europe,,,2017,2017,,,FRA,France,,,,,FMLE,Female,,,,,,,,33.0,33.00000,,,,,"Estimate refers to smoking only, but expected to be similar to all tobacco use"
SDGTOBACCO,Prevalence of current tobacco use among persons aged 15 years and older (age-standardized rate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5562,PUBLISHED,Published,,2017,2017,,EUR,Europe,,,2017,2017,,,FRA,France,,,,,MLE,Male,,,,,,,,36.3,36.30000,,,,,"Estimate refers to smoking only, but expected to be similar to all tobacco use"
SDGTOBACCO,Prevalence of current tobacco use among persons aged 15 years and older (age-standardized rate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5562,PUBLISHED,Published,,2018,2018,,EUR,Europe,,,2018,2018,,,FRA,France,,,,,BTSX,Both sexes,,,,,,,,34.6,34.60000,,,,,"Estimate refers to smoking only, but expected to be similar to all tobacco use"
SDGTOBACCO,Prevalence of current tobacco use among persons aged 15 years and older (age-standardized rate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5562,PUBLISHED,Published,,2018,2018,,EUR,Europe,,,2018,2018,,,FRA,France,,,,,FMLE,Female,,,,,,,,33.2,33.20000,,,,,"Estimate refers to smoking only, but expected to be similar to all tobacco use"
SDGTOBACCO,Prevalence of current tobacco use among persons aged 15 years and older (age-standardized rate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5562,PUBLISHED,Published,,2018,2018,,EUR,Europe,,,2018,2018,,,FRA,France,,,,,MLE,Male,,,,,,,,36.0,36.00000,,,,,"Estimate refers to smoking only, but expected to be similar to all tobacco use"
SDGPOLLUTINGFUELS,Proportion of population with primary reliance on clean fuels and technologies (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4673,PUBLISHED,Published,,2018,2018,,EUR,Europe,,,2018,2018,,,FRA,France,,,,,,,,,,,,,,>95,95.00000,,,,,
SDGPOLLUTINGFUELS,Proportion of population with primary reliance on clean fuels and technologies (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4673,PUBLISHED,Published,,2017,2017,,EUR,Europe,,,2017,2017,,,FRA,France,,,,,,,,,,,,,,>95,95.00000,,,,,
SDGPOLLUTINGFUELS,Proportion of population with primary reliance on clean fuels and technologies (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4673,PUBLISHED,Published,,2016,2016,,EUR,Europe,,,2016,2016,,,FRA,France,,,,,,,,,,,,,,>95,95.00000,,,,,
SDGPOLLUTINGFUELS,Proportion of population with primary reliance on clean fuels and technologies (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4673,PUBLISHED,Published,,2015,2015,,EUR,Europe,,,2015,2015,,,FRA,France,,,,,,,,,,,,,,>95,95.00000,,,,,
SDGPOLLUTINGFUELS,Proportion of population with primary reliance on clean fuels and technologies (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4673,PUBLISHED,Published,,2014,2014,,EUR,Europe,,,2014,2014,,,FRA,France,,,,,,,,,,,,,,>95,95.00000,,,,,
SDGPOLLUTINGFUELS,Proportion of population with primary reliance on clean fuels and technologies (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4673,PUBLISHED,Published,,2013,2013,,EUR,Europe,,,2013,2013,,,FRA,France,,,,,,,,,,,,,,>95,95.00000,,,,,
SDGPOLLUTINGFUELS,Proportion of population with primary reliance on clean fuels and technologies (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4673,PUBLISHED,Published,,2012,2012,,EUR,Europe,,,2012,2012,,,FRA,France,,,,,,,,,,,,,,>95,95.00000,,,,,
SDGPOLLUTINGFUELS,Proportion of population with primary reliance on clean fuels and technologies (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4673,PUBLISHED,Published,,2011,2011,,EUR,Europe,,,2011,2011,,,FRA,France,,,,,,,,,,,,,,>95,95.00000,,,,,
SDGPOLLUTINGFUELS,Proportion of population with primary reliance on clean fuels and technologies (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4673,PUBLISHED,Published,,2010,2010,,EUR,Europe,,,2010,2010,,,FRA,France,,,,,,,,,,,,,,>95,95.00000,,,,,
