GHO (CODE),GHO (DISPLAY),GHO (URL),DATASOURCE (CODE),DATASOURCE (DISPLAY),DATASOURCE (URL),PUBLISHSTATE (CODE),PUBLISHSTATE (DISPLAY),PUBLISHSTATE (URL),YEAR (CODE),YEAR (DISPLAY),YEAR (URL),REGION (CODE),STARTYEAR,ENDYEAR,REGION (DISPLAY),REGION (URL),WORLDBANKINCOMEGROUP (CODE),WORLDBANKINCOMEGROUP (DISPLAY),WORLDBANKINCOMEGROUP (URL),COUNTRY (CODE),COUNTRY (DISPLAY),COUNTRY (URL),SEX (CODE),SEX (DISPLAY),SEX (URL),ALCOHOLTYPE (CODE),ALCOHOLTYPE (DISPLAY),ALCOHOLTYPE (URL),NATIONALSYSTEMTYPE (CODE),NATIONALSYSTEMTYPE (DISPLAY),NATIONALSYSTEMTYPE (URL),Display Value,Numeric,Low,High,StdErr,StdDev,Comments
SA_0000001515,Advertising restrictions on the internet,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1408,,,,PUBLISHED,Published,,2016,2016,,EUR,2016,2016,Europe,,,,,FRA,France,,,,,,,,,,,partial restriction place/content,,,,,,
SA_0000001512,Advertising restrictions at cinemas,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1408,,,,PUBLISHED,Published,,2016,2016,,EUR,2016,2016,Europe,,,,,FRA,France,,,,,,,,,,,ban,,,,,,
SA_0000001511,Advertising restrictions in print media,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1408,,,,PUBLISHED,Published,,2016,2016,,EUR,2016,2016,Europe,,,,,FRA,France,,,,,,,,,,,partial restriction place/content,,,,,,
SA_0000001514,Advertising restrictions at point-of-sale,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1408,,,,PUBLISHED,Published,,2016,2016,,EUR,2016,2016,Europe,,,,,FRA,France,,,,,,,,,,,partial restriction content,,,,,,
SA_0000001517,Restrictions on product placement on cable television,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1409,,,,PUBLISHED,Published,,2016,2016,,EUR,2016,2016,Europe,,,,,FRA,France,,,,,,,,,,,ban,,,,,,
SA_0000001527,Off-premise sales restrictions on places,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1403,,,,PUBLISHED,Published,,2016,2016,,EUR,2016,2016,Europe,,,,,FRA,France,,,,,SA_WINE,Wine,,,,,Yes,,,,,,
SA_0000001530,Off-premise sales restrictions at petrol stations,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1406,,,,PUBLISHED,Published,,2016,2016,,EUR,2016,2016,Europe,,,,,FRA,France,,,,,SA_SPIRITS,Spirits,,,,,Yes,,,,,,
SA_0000001525,Off-premise sales restrictions on days,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1402,,,,PUBLISHED,Published,,2016,2016,,EUR,2016,2016,Europe,,,,,FRA,France,,,,,SA_WINE,Wine,,,,,No,,,,,,
SA_0000001527,Off-premise sales restrictions on places,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1403,,,,PUBLISHED,Published,,2016,2016,,EUR,2016,2016,Europe,,,,,FRA,France,,,,,SA_BEER,Beer,,,,,Yes,,,,,,
SA_0000001529,Off-premise sales restrictions at specific events,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1404,,,,PUBLISHED,Published,,2016,2016,,EUR,2016,2016,Europe,,,,,FRA,France,,,,,SA_WINE,Wine,,,,,Yes,,,,,,
SA_0000001532,On-premise sales restrictions on hours,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1402,,,,PUBLISHED,Published,,2016,2016,,EUR,2016,2016,Europe,,,,,FRA,France,,,,,SA_BEER,Beer,,,,,Yes,,,,,,
SA_0000001526,Off-premise sales restrictions on hours,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1402,,,,PUBLISHED,Published,,2016,2016,,EUR,2016,2016,Europe,,,,,FRA,France,,,,,SA_BEER,Beer,,,,,Yes,,,,,,
SA_0000001535,On-premise sales restrictions at specific events,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1404,,,,PUBLISHED,Published,,2016,2016,,EUR,2016,2016,Europe,,,,,FRA,France,,,,,SA_BEER,Beer,,,,,Yes,,,,,,
SA_0000001533,On-premise sales restrictions on places,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1403,,,,PUBLISHED,Published,,2016,2016,,EUR,2016,2016,Europe,,,,,FRA,France,,,,,SA_SPIRITS,Spirits,,,,,Yes,,,,,,
SA_0000001538,Restrictions on sponsorship of youth events,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1410,,,,PUBLISHED,Published,,2016,2016,,EUR,2016,2016,Europe,,,,,FRA,France,,,,,,,,,,,ban,,,,,,
SA_0000001541,Restrictions on sales promotion from owners of pubs and bars (alcohol for free),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1411,,,,PUBLISHED,Published,,2016,2016,,EUR,2016,2016,Europe,,,,,FRA,France,,,,,SA_SPIRITS,Spirits,,,,,partial restriction,,,,,,
SA_0000001541,Restrictions on sales promotion from owners of pubs and bars (alcohol for free),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1411,,,,PUBLISHED,Published,,2016,2016,,EUR,2016,2016,Europe,,,,,FRA,France,,,,,SA_WINE,Wine,,,,,partial restriction,,,,,,
SA_0000001539,"Restrictions on sales promotion from producers (parties, events)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1411,,,,PUBLISHED,Published,,2016,2016,,EUR,2016,2016,Europe,,,,,FRA,France,,,,,SA_BEER,Beer,,,,,partial restriction,,,,,,
SA_0000001538,Restrictions on sponsorship of youth events,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1410,,,,PUBLISHED,Published,,2016,2016,,EUR,2016,2016,Europe,,,,,FRA,France,,,,,,,,,,,ban,,,,,,
SA_0000001539,"Restrictions on sales promotion from producers (parties, events)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1411,,,,PUBLISHED,Published,,2016,2016,,EUR,2016,2016,Europe,,,,,FRA,France,,,,,SA_WINE,Wine,,,,,partial restriction,,,,,,
SA_0000001550,Excise tax on alcoholic beverages,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1399,,,,PUBLISHED,Published,,2016,2016,,EUR,2016,2016,Europe,,,,,FRA,France,,,,,SA_WINE,Wine,,,,,Yes,,,,,,
SA_0000001553,Restrictions on alcohol use in public places,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2352,,,,PUBLISHED,Published,,2016,2016,,EUR,2016,2016,Europe,,,,,FRA,France,,,,,,,,,,,partial restriction,,,,,,
SA_0000001553,Restrictions on alcohol use in public places,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2352,,,,PUBLISHED,Published,,2016,2016,,EUR,2016,2016,Europe,,,,,FRA,France,,,,,,,,,,,no restrictions,,,,,,
SA_0000001544,Licence required for production,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1398,,,,PUBLISHED,Published,,2016,2016,,EUR,2016,2016,Europe,,,,,FRA,France,,,,,SA_BEER,Beer,,,,,No,,,,,,
SA_0000001545,Licence required for retail sales,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1398,,,,PUBLISHED,Published,,2016,2016,,EUR,2016,2016,Europe,,,,,FRA,France,,,,,SA_BEER,Beer,,,,,Yes,,,,,,
SA_0000001462,"Alcohol use disorders (15+), 12 month prevalence (%) with 95%",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1388,,,,PUBLISHED,Published,,2016,2016,,EUR,2016,2016,Europe,,,,,FRA,France,,FMLE,Female,,,,,,,,3.1,,,,,,
SA_0000001462,"Alcohol use disorders (15+), 12 month prevalence (%) with 95%",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1388,,,,PUBLISHED,Published,,2016,2016,,EUR,2016,2016,Europe,,,,,FRA,France,,BTSX,Both sexes,,,,,,,,7,,,,,,
SA_0000001647,Awareness activities,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2355,,,,PUBLISHED,Published,,2016,2016,,EUR,2016,2016,Europe,,,,,FRA,France,,,,,,,,,,,No,,,,,,
SA_0000001647,Awareness activities,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2355,,,,PUBLISHED,Published,,2016,2016,,EUR,2016,2016,Europe,,,,,FRA,France,,,,,,,,,,,No,,,,,,
SA_0000001457,"Liver cirrhosis, age-standardized death rates (15+), per 100,000 population",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1413,,,,PUBLISHED,Published,,2016,2016,,EUR,2016,2016,Europe,,,,,FRA,France,,FMLE,Female,,,,,,,,5.1,,,,,,
SA_0000001459,"Road traffic injuries, age-standardized death rates (15+), per 100,000 population",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1413,,,,PUBLISHED,Published,,2016,2016,,EUR,2016,2016,Europe,,,,,FRA,France,,FMLE,Female,,,,,,,,2.4,,,,,,
SA_0000001518,Age limits on-premise service,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1400,,,,PUBLISHED,Published,,2016,2016,,EUR,2016,2016,Europe,,,,,FRA,France,,,,,SA_SPIRITS,Spirits,,,,,18,,,,,,
SA_0000001520,Legal blood alcohol concentration (BAC) limits,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1407,,,,PUBLISHED,Published,,2016,2016,,EUR,2016,2016,Europe,,,,,FRA,France,,,,,,,,,,,0.05%,,,,,,
SA_0000001475,Annual revenues from alcohol excise tax in millions US$,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2316,SA_0000001475_FRA,Data source,,PUBLISHED,Published,,2008,2008,,EUR,2008,2008,Europe,,,,,FRA,France,,,,,,,,,,,3998.08,3998.08000,,,,,
SA_0000001475,Annual revenues from alcohol excise tax in millions US$,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2316,SA_0000001475_FRA,Data source,,PUBLISHED,Published,,2000,2000,,EUR,2000,2000,Europe,,,,,FRA,France,,,,,,,,,,,2467.84,2467.84000,,,,,
SA_0000001475,Annual revenues from alcohol excise tax in millions US$,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2316,SA_0000001475_FRA,Data source,,PUBLISHED,Published,,2001,2001,,EUR,2001,2001,Europe,,,,,FRA,France,,,,,,,,,,,2578.28,2578.28000,,,,,
SA_0000001475,Annual revenues from alcohol excise tax in millions US$,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2316,SA_0000001475_FRA,Data source,,PUBLISHED,Published,,2007,2007,,EUR,2007,2007,Europe,,,,,FRA,France,,,,,,,,,,,3445.97,3445.97000,,,,,
SA_0000001547,Excise duty (average) per hectolitre in Euros,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2318,,,,PUBLISHED,Published,,2011,2011,,EUR,2011,2011,Europe,,,,,FRA,France,,,,,SA_SPIRITS,Spirits,,,,,1660,1660.00000,,,,,
SA_0000001547,Excise duty (average) per hectolitre in Euros,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2318,,,,PUBLISHED,Published,,2011,2011,,EUR,2011,2011,Europe,,,,,FRA,France,,,,,SA_WINE,Wine,,,,,3.6,3.60000,,,,,
SA_0000001547,Excise duty (average) per hectolitre in Euros,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2318,,,,PUBLISHED,Published,,2010,2010,,EUR,2010,2010,Europe,,,,,FRA,France,,,,,SA_WINE,Wine,,,,,3.6,3.60000,,,,,
SA_0000001547,Excise duty (average) per hectolitre in Euros,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2318,SA_0000001547_FRA,Data Source,,PUBLISHED,Published,,2016,2016,,EUR,2016,2016,Europe,,,,,FRA,France,,,,,SA_TOTAL,All types,,,,,7,7.38000,,,,,
SA_0000001547,Excise duty (average) per hectolitre in Euros,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2318,SA_0000001547_FRA,Data Source,,PUBLISHED,Published,,2009,2009,,EUR,2009,2009,Europe,,,,,FRA,France,,,,,SA_TOTAL,All types,,,,,3,2.75000,,,,,
SA_0000001474,Alcoholic excise tax revenue as a per cent of government revenue,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2338,SA_0000001474_FRA,Data Source,,PUBLISHED,Published,,2004,2004,,EUR,2004,2004,Europe,,,,,FRA,France,,,,,,,,,,,1.7,1.70000,,,,,
SA_0000001474,Alcoholic excise tax revenue as a per cent of government revenue,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2338,SA_0000001474_FRA,Data Source,,PUBLISHED,Published,,1996,1996,,EUR,1996,1996,Europe,,,,,FRA,France,,,,,,,,,,,1.7,1.70000,,,,,
SA_0000001688,Total (recorded+unrecorded) alcohol per capita (15+) consumption,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4759,,,,PUBLISHED,Published,,2018,2018,,EUR,2018,2018,Europe,,,,,FRA,France,,BTSX,Both sexes,,,,,,,,12.3,12.33376,,,,,
SA_0000001688,Total (recorded+unrecorded) alcohol per capita (15+) consumption,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4759,,,,PUBLISHED,Published,,2015,2015,,EUR,2015,2015,Europe,,,,,FRA,France,,MLE,Male,,,,,,,,19.7,19.66091,,,,,
SA_0000001688,Total (recorded+unrecorded) alcohol per capita (15+) consumption,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4759,,,,PUBLISHED,Published,,2010,2010,,EUR,2010,2010,Europe,,,,,FRA,France,,FMLE,Female,,,,,,,,5.9,5.85806,,,,,
SA_0000001688,Total (recorded+unrecorded) alcohol per capita (15+) consumption,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4759,,,,PUBLISHED,Published,,2000,2000,,EUR,2000,2000,Europe,,,,,FRA,France,,MLE,Male,,,,,,,,21.8,21.78594,,,,,
SA_0000001452,"Age-standardized death rates, road traffic accidents, per 100,000",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2378,,,,PUBLISHED,Published,,2002,2002,,EUR,2002,2002,Europe,,,,,FRA,France,,,,,,,,,,,13.70,13.70000,,,,,
SA_0000001460,"Age-standardized death rates (15+ years), violence, per 100,000",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1413,,,,PUBLISHED,Published,,2002,2002,,EUR,2002,2002,Europe,,,,,FRA,France,,BTSX,Both sexes,,,,,,,,0.89,0.89000,,,,,
SA_0000001441,"Age-standardized death rates, drownings, per 100,000",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2378,,,,PUBLISHED,Published,,2002,2002,,EUR,2002,2002,Europe,,,,,FRA,France,,,,,,,,,,,0.83,0.83000,,,,,
SA_0000001456,"Age-standardized death rates (15+ years), alcoholic liver disease, per 100,000",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1413,,,,PUBLISHED,Published,,2002,2002,,EUR,2002,2002,Europe,,,,,FRA,France,,BTSX,Both sexes,,,,,,,,10.31,10.31000,,,,,
SA_0000001458,"Age-standardized death rates (15+ years), poisoning, per 100,000",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1413,,,,PUBLISHED,Published,,2000,2000,,EUR,2000,2000,Europe,,,,,FRA,France,,FMLE,Female,,,,,,,,1.41,1.41000,,,,,
SA_0000001456,"Age-standardized death rates (15+ years), alcoholic liver disease, per 100,000",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1413,,,,PUBLISHED,Published,,2001,2001,,EUR,2001,2001,Europe,,,,,FRA,France,,MLE,Male,,,,,,,,15.51,15.51000,,,,,
SA_0000001458,"Age-standardized death rates (15+ years), poisoning, per 100,000",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1413,,,,PUBLISHED,Published,,2001,2001,,EUR,2001,2001,Europe,,,,,FRA,France,,FMLE,Female,,,,,,,,1.01,1.01000,,,,,
SA_0000001460,"Age-standardized death rates (15+ years), violence, per 100,000",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1413,,,,PUBLISHED,Published,,2003,2003,,EUR,2003,2003,Europe,,,,,FRA,France,,FMLE,Female,,,,,,,,0.66,0.66000,,,,,
SA_0000001458,"Age-standardized death rates (15+ years), poisoning, per 100,000",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1413,,,,PUBLISHED,Published,,2003,2003,,EUR,2003,2003,Europe,,,,,FRA,France,,BTSX,Both sexes,,,,,,,,1.45,1.45000,,,,,
SA_0000001458,"Age-standardized death rates (15+ years), poisoning, per 100,000",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1413,,,,PUBLISHED,Published,,2005,2005,,EUR,2005,2005,Europe,,,,,FRA,France,,MLE,Male,,,,,,,,2.10,2.10000,,,,,
SA_0000001458,"Age-standardized death rates (15+ years), poisoning, per 100,000",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1413,,,,PUBLISHED,Published,,2005,2005,,EUR,2005,2005,Europe,,,,,FRA,France,,BTSX,Both sexes,,,,,,,,1.60,1.60000,,,,,
SA_0000001676,Production in 1000s hectolitres,0,,,,PUBLISHED,Published,,2004,2004,,EUR,2004,2004,Europe,,,,,FRA,France,,,,,,,,,,,"16,801",16.80100,,,,,
SA_0000001676,Production in 1000s hectolitres,0,,,,PUBLISHED,Published,,2006,2006,,EUR,2006,2006,Europe,,,,,FRA,France,,,,,,,,,,,,,,,,,
SA_0000001677,Imports in 1000s hectolitres,0,,,,PUBLISHED,Published,,2001,2001,,EUR,2001,2001,Europe,,,,,FRA,France,,,,,,,,,,,"4,269",4.26900,,,,,
SA_0000001677,Imports in 1000s hectolitres,0,,,,PUBLISHED,Published,,2003,2003,,EUR,2003,2003,Europe,,,,,FRA,France,,,,,,,,,,,"5,082",5.08200,,,,,
SA_0000001684,Sales of wine in 1000s hectolitres,0,,,,PUBLISHED,Published,,2000,2000,,EUR,2000,2000,Europe,,,,,FRA,France,,,,,,,,,,,"34,500",34.50000,,,,,
SA_0000001686,Exports of wine (grape) in 1000s hectolitres,0,,,,PUBLISHED,Published,,2000,2000,,EUR,2000,2000,Europe,,,,,FRA,France,,,,,,,,,,,"15,039",15.03900,,,,,
SA_0000001687,Exports of spirits in 1000s hectolitres,0,,,,PUBLISHED,Published,,2001,2001,,EUR,2001,2001,Europe,,,,,FRA,France,,,,,,,,,,,"3,577",3.57700,,,,,
SA_0000001684,Sales of wine in 1000s hectolitres,0,,,,PUBLISHED,Published,,2004,2004,,EUR,2004,2004,Europe,,,,,FRA,France,,,,,,,,,,,"33,218",33.21800,,,,,
SA_0000001686,Exports of wine (grape) in 1000s hectolitres,0,,,,PUBLISHED,Published,,2004,2004,,EUR,2004,2004,Europe,,,,,FRA,France,,,,,,,,,,,"14,210",14.21000,,,,,
SA_0000001679,Exports of beer (barley) in 1000s hectolitres,0,,,,PUBLISHED,Published,,2007,2007,,EUR,2007,2007,Europe,,,,,FRA,France,,,,,,,,,,,"1,852",1.85200,,,,,
SA_0000001678,Sales of beer in 1000s hectolitres,0,,,,PUBLISHED,Published,,2008,2008,,EUR,2008,2008,Europe,,,,,FRA,France,,,,,,,,,,,"18,007",18.00700,,,,,
SA_0000001683,Perceived trend in exports,0,,,,PUBLISHED,Published,,2008,2008,,EUR,2008,2008,Europe,,,,,FRA,France,,,,,,,,,,,stable,,,,,,
RSUD_2,"Point prevalence (%), drug use disorders, 15+ years",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2498,,,,PUBLISHED,Published,,2004,2004,,EUR,2004,2004,Europe,,,,,FRA,France,,MLE,Male,,,,,,,,0.41,0.41000,,,,,
RSUD_1,"Point prevalence (%), alcohol use disorders, 15+ years",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2497,,,,PUBLISHED,Published,,2004,2004,,EUR,2004,2004,Europe,,,,,FRA,France,,MLE,Male,,,,,,,,4.54,4.54000,,,,,
RSUD_9,Service delivery data collection system for substance use disorders,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2505,,,,PUBLISHED,Published,,2008,2008,,EUR,2008,2008,Europe,,,,,FRA,France,,,,,,,,,,,yes,,,,,,
RSUD_21,Government unit for substance use disorder treatment,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2517,,,,PUBLISHED,Published,,2008,2008,,EUR,2008,2008,Europe,,,,,FRA,France,,,,,,,,,,,yes,,,,,,
RSUD_20,Confidentiality of health records on substance use disorders  protected by law,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2516,,,,PUBLISHED,Published,,2008,2008,,EUR,2008,2008,Europe,,,,,FRA,France,,,,,,,,,,,no,,,,,,
RSUD_18,Drug courts,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2514,,,,PUBLISHED,Published,,2008,2008,,EUR,2008,2008,Europe,,,,,FRA,France,,,,,,,,,,,no,,,,,,
RSUD_32,Sector for the treatment of alcohol-induced psychoses and other alcohol-induced psychiatric conditions,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2526,,,,PUBLISHED,Published,,2008,2008,,EUR,2008,2008,Europe,,,,,FRA,France,,,,,,,,,,,Public health,,,,,,
RSUD_48,"Length of stay for inpatient long-term residential treatment, days",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2542,,,,PUBLISHED,Published,,2008,2008,,EUR,2008,2008,Europe,,,,,FRA,France,,,,,,,,,,,90-180  ,,,,,,
RSUD_46,"Length of stay for inpatient detoxification, days",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2540,,,,PUBLISHED,Published,,2008,2008,,EUR,2008,2008,Europe,,,,,FRA,France,,,,,,,,,,,7       ,,,,,,
RSUD_47,"Length of stay for inpatient short-term treatment, days",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2541,,,,PUBLISHED,Published,,2008,2008,,EUR,2008,2008,Europe,,,,,FRA,France,,,,,,,,,,,7-10    ,,,,,,
RSUD_40,"Treatment setting for substance use disorders, most common",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2534,,,,PUBLISHED,Published,,2008,2008,,EUR,2008,2008,Europe,,,,,FRA,France,,,,,,,,,,,Primary health care,,,,,,
RSUD_26,Governement benefits for persons with substance use disorders,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2520,,,,PUBLISHED,Published,,2008,2008,,EUR,2008,2008,Europe,,,,,FRA,France,,,,,,,,,,,no,,,,,,
RSUD_43,Open access services for substance use disorders,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2537,,,,PUBLISHED,Published,,2008,2008,,EUR,2008,2008,Europe,,,,,FRA,France,,,,,,,,,,,no,,,,,,
RSUD_43,Open access services for substance use disorders,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2537,,,,PUBLISHED,Published,,2008,2008,,EUR,2008,2008,Europe,,,,,FRA,France,,,,,,,,,,,yes,,,,,,
RSUD_68,Pharmacotherapy used for the management of alcohol withdrawal,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2562,,,,PUBLISHED,Published,,2008,2008,,EUR,2008,2008,Europe,,,,,FRA,France,,,,,,,,,,,no,,,,,,
RSUD_68,Pharmacotherapy used for the management of alcohol withdrawal,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2562,,,,PUBLISHED,Published,,2008,2008,,EUR,2008,2008,Europe,,,,,FRA,France,,,,,,,,,,,yes,,,,,,
RSUD_71,Essential list of medicines,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2565,,,,PUBLISHED,Published,,2008,2008,,EUR,2008,2008,Europe,,,,,FRA,France,,,,,,,,,,,no,,,,,,
RSUD_68,Pharmacotherapy used for the management of alcohol withdrawal,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2562,,,,PUBLISHED,Published,,2008,2008,,EUR,2008,2008,Europe,,,,,FRA,France,,,,,,,,,,,no,,,,,,
SA_0000001458,"Age-standardized death rates (15+ years), poisoning, per 100,000",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1413,,,,PUBLISHED,Published,,2004,2004,,EUR,2004,2004,Europe,,,,,FRA,France,,BTSX,Both sexes,,,,,,,,1.40,1.40000,,,,,
SA_0000001456,"Age-standardized death rates (15+ years), alcoholic liver disease, per 100,000",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1413,,,,PUBLISHED,Published,,2004,2004,,EUR,2004,2004,Europe,,,,,FRA,France,,BTSX,Both sexes,,,,,,,,9.49,9.49000,,,,,
SA_0000001456,"Age-standardized death rates (15+ years), alcoholic liver disease, per 100,000",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/1413,,,,PUBLISHED,Published,,2004,2004,,EUR,2004,2004,Europe,,,,,FRA,France,,MLE,Male,,,,,,,,14.46,14.46000,,,,,
SA_0000001440,"Age-standardized death rates, diabetes mellitus, per 100,000",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2378,,,,PUBLISHED,Published,,2004,2004,,EUR,2004,2004,Europe,,,,,FRA,France,,BTSX,Both sexes,,,,,,,,9.6,9.60000,,,,,
SA_0000001439,"Age-standardized death rates, colon and rectum cancers, per 100,000",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2378,,,,PUBLISHED,Published,,2004,2004,,EUR,2004,2004,Europe,,,,,FRA,France,,BTSX,Both sexes,,,,,,,,18.2,18.20000,,,,,
SA_0000001444,"Age-standardized death rates, ischaemic heart disease, per 100,000",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2378,,,,PUBLISHED,Published,,2004,2004,,EUR,2004,2004,Europe,,,,,FRA,France,,FMLE,Female,,,,,,,,23.7,23.70000,,,,,
SA_0000001445,"Age-standardized death rates, liver cancer, per 100,000",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2378,,,,PUBLISHED,Published,,2004,2004,,EUR,2004,2004,Europe,,,,,FRA,France,,FMLE,Female,,,,,,,,3.0,3.00000,,,,,
SA_0000001446,"Age-standardized death rates, liver cirrhosis, per 100,000",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2378,,,,PUBLISHED,Published,,2004,2004,,EUR,2004,2004,Europe,,,,,FRA,France,,FMLE,Female,,,,,,,,2.5,2.50000,,,,,
SA_0000001449,"Age-standardized death rates, oesophagus cancer, per 100,000",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2378,,,,PUBLISHED,Published,,2004,2004,,EUR,2004,2004,Europe,,,,,FRA,France,,MLE,Male,,,,,,,,9.9,9.90000,,,,,
SA_0000001449,"Age-standardized death rates, oesophagus cancer, per 100,000",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2378,,,,PUBLISHED,Published,,2004,2004,,EUR,2004,2004,Europe,,,,,FRA,France,,BTSX,Both sexes,,,,,,,,5.3,5.30000,,,,,
SA_0000001453,"Age-standardized death rates, self-inflicted injury, per 100,000",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2378,,,,PUBLISHED,Published,,2004,2004,,EUR,2004,2004,Europe,,,,,FRA,France,,BTSX,Both sexes,,,,,,,,15.6,15.60000,,,,,
SA_0000001453,"Age-standardized death rates, self-inflicted injury, per 100,000",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2378,,,,PUBLISHED,Published,,2004,2004,,EUR,2004,2004,Europe,,,,,FRA,France,,FMLE,Female,,,,,,,,3.1,3.10000,,,,,
SA_0000001455,"Age-standardized death rates, violence, per 100,000",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2378,,,,PUBLISHED,Published,,2004,2004,,EUR,2004,2004,Europe,,,,,FRA,France,,FMLE,Female,,,,,,,,0.2,0.20000,,,,,
SA_0000001689,"Age-standardized DALYs, cerebrovascular disease, per 100,000",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2377,,,,PUBLISHED,Published,,2004,2004,,EUR,2004,2004,Europe,,,,,FRA,France,,BTSX,Both sexes,,,,,,,,242,242.00000,,,,,
