GHO (CODE),GHO (DISPLAY),GHO (URL),PUBLISHSTATE (CODE),PUBLISHSTATE (DISPLAY),PUBLISHSTATE (URL),YEAR (CODE),YEAR (DISPLAY),YEAR (URL),REGION (CODE),REGION (DISPLAY),REGION (URL),COUNTRY (CODE),STARTYEAR,ENDYEAR,COUNTRY (DISPLAY),COUNTRY (URL),AGEGROUP (CODE),AGEGROUP (DISPLAY),AGEGROUP (URL),SEX (CODE),SEX (DISPLAY),SEX (URL),GHECAUSES (CODE),GHECAUSES (DISPLAY),GHECAUSES (URL),Display Value,Numeric,Low,High,StdErr,StdDev,Comments
NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2388,PUBLISHED,Published,,1981,1981,,EUR,Europe,,FRA,1981,1981,France,,YEARS05-19,5-19  years,,MLE,Male,,,,,18.4 [17.0-19.7],18.39121,17.03347,19.72843,,,
NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2388,PUBLISHED,Published,,1983,1983,,EUR,Europe,,FRA,1983,1983,France,,YEARS05-19,5-19  years,,MLE,Male,,,,,18.6 [17.3-19.8],18.55251,17.31820,19.75714,,,
NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2388,PUBLISHED,Published,,1990,1990,,EUR,Europe,,FRA,1990,1990,France,,YEARS05-19,5-19  years,,MLE,Male,,,,,18.8 [17.8-19.8],18.77665,17.76105,19.78367,,,
NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2388,PUBLISHED,Published,,1992,1992,,EUR,Europe,,FRA,1992,1992,France,,YEARS05-19,5-19  years,,MLE,Male,,,,,18.8 [17.8-19.7],18.76632,17.77941,19.74024,,,
NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2388,PUBLISHED,Published,,1997,1997,,EUR,Europe,,FRA,1997,1997,France,,YEARS05-19,5-19  years,,MLE,Male,,,,,18.9 [18.1-19.7],18.92577,18.10240,19.74880,,,
NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2388,PUBLISHED,Published,,1999,1999,,EUR,Europe,,FRA,1999,1999,France,,YEARS05-19,5-19  years,,MLE,Male,,,,,19.1 [18.4-19.9],19.10545,18.37132,19.85349,,,
NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2388,PUBLISHED,Published,,2006,2006,,EUR,Europe,,FRA,2006,2006,France,,YEARS05-19,5-19  years,,MLE,Male,,,,,19.4 [19.1-19.8],19.43609,19.06236,19.80160,,,
NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2388,PUBLISHED,Published,,2008,2008,,EUR,Europe,,FRA,2008,2008,France,,YEARS05-19,5-19  years,,MLE,Male,,,,,19.5 [19.1-19.8],19.45618,19.06555,19.82898,,,
NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2388,PUBLISHED,Published,,2015,2015,,EUR,Europe,,FRA,2015,2015,France,,YEARS05-19,5-19  years,,MLE,Male,,,,,19.5 [18.4-20.7],19.49882,18.37491,20.66328,,,
NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2388,PUBLISHED,Published,,1981,1981,,EUR,Europe,,FRA,1981,1981,France,,YEARS05-09,5-9 years,,MLE,Male,,,,,15.6 [14.2-16.9],15.58917,14.24757,16.90968,,,
NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2388,PUBLISHED,Published,,1983,1983,,EUR,Europe,,FRA,1983,1983,France,,YEARS05-09,5-9 years,,MLE,Male,,,,,15.7 [14.4-16.8],15.65602,14.42245,16.84603,,,
NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2388,PUBLISHED,Published,,1990,1990,,EUR,Europe,,FRA,1990,1990,France,,YEARS05-09,5-9 years,,MLE,Male,,,,,15.9 [14.9-16.9],15.90652,14.90167,16.91287,,,
NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2388,PUBLISHED,Published,,1992,1992,,EUR,Europe,,FRA,1992,1992,France,,YEARS05-09,5-9 years,,MLE,Male,,,,,16.0 [15.0-16.9],15.98093,15.02469,16.94190,,,
NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2388,PUBLISHED,Published,,1997,1997,,EUR,Europe,,FRA,1997,1997,France,,YEARS05-09,5-9 years,,MLE,Male,,,,,16.2 [15.4-17.0],16.18830,15.37628,16.99201,,,
NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2388,PUBLISHED,Published,,1999,1999,,EUR,Europe,,FRA,1999,1999,France,,YEARS05-09,5-9 years,,MLE,Male,,,,,16.3 [15.6-17.0],16.29272,15.56310,17.00992,,,
NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2388,PUBLISHED,Published,,2006,2006,,EUR,Europe,,FRA,2006,2006,France,,YEARS05-09,5-9 years,,MLE,Male,,,,,16.6 [16.3-16.9],16.62736,16.30864,16.94736,,,
NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2388,PUBLISHED,Published,,2008,2008,,EUR,Europe,,FRA,2008,2008,France,,YEARS05-09,5-9 years,,MLE,Male,,,,,16.7 [16.3-17.0],16.67926,16.34858,17.01776,,,
NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2388,PUBLISHED,Published,,2015,2015,,EUR,Europe,,FRA,2015,2015,France,,YEARS05-09,5-9 years,,MLE,Male,,,,,16.7 [15.6-17.9],16.72316,15.60664,17.86262,,,
NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2388,PUBLISHED,Published,,1981,1981,,EUR,Europe,,FRA,1981,1981,France,,YEARS10-19,10-19 years,,MLE,Male,,,,,19.7 [18.3-21.1],19.73067,18.34453,21.10702,,,
NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2388,PUBLISHED,Published,,1983,1983,,EUR,Europe,,FRA,1983,1983,France,,YEARS10-19,10-19 years,,MLE,Male,,,,,19.8 [18.5-21.0],19.79214,18.52685,21.02880,,,
NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2388,PUBLISHED,Published,,1990,1990,,EUR,Europe,,FRA,1990,1990,France,,YEARS10-19,10-19 years,,MLE,Male,,,,,20.2 [19.1-21.3],20.19776,19.12924,21.25330,,,
NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2388,PUBLISHED,Published,,1992,1992,,EUR,Europe,,FRA,1992,1992,France,,YEARS10-19,10-19 years,,MLE,Male,,,,,20.2 [19.2-21.2],20.20266,19.17217,21.22041,,,
NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2388,PUBLISHED,Published,,1997,1997,,EUR,Europe,,FRA,1997,1997,France,,YEARS10-19,10-19 years,,MLE,Male,,,,,20.3 [19.4-21.2],20.27528,19.42226,21.15532,,,
NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2388,PUBLISHED,Published,,1999,1999,,EUR,Europe,,FRA,1999,1999,France,,YEARS10-19,10-19 years,,MLE,Male,,,,,20.4 [19.7-21.2],20.43754,19.66032,21.22738,,,
NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2388,PUBLISHED,Published,,2006,2006,,EUR,Europe,,FRA,2006,2006,France,,YEARS10-19,10-19 years,,MLE,Male,,,,,20.8 [20.4-21.3],20.80870,20.35322,21.25163,,,
NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2388,PUBLISHED,Published,,2008,2008,,EUR,Europe,,FRA,2008,2008,France,,YEARS10-19,10-19 years,,MLE,Male,,,,,20.8 [20.4-21.3],20.83979,20.37058,21.29903,,,
NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2388,PUBLISHED,Published,,2015,2015,,EUR,Europe,,FRA,2015,2015,France,,YEARS10-19,10-19 years,,MLE,Male,,,,,20.9 [19.7-22.1],20.88103,19.73002,22.09612,,,
NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4806,PUBLISHED,Published,,1980,1980,,EUR,Europe,,FRA,1980,1980,France,,YEARS05-19,5-19  years,,BTSX,Both sexes,,,,,18.2 [12.7-24.2],18.20000,12.70000,24.20000,,,
NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4806,PUBLISHED,Published,,1982,1982,,EUR,Europe,,FRA,1982,1982,France,,YEARS05-19,5-19  years,,BTSX,Both sexes,,,,,18.8 [13.7-24.4],18.80000,13.70000,24.40000,,,
NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4806,PUBLISHED,Published,,1989,1989,,EUR,Europe,,FRA,1989,1989,France,,YEARS05-19,5-19  years,,BTSX,Both sexes,,,,,21.1 [16.2-26.2],21.10000,16.20000,26.20000,,,
NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4806,PUBLISHED,Published,,1991,1991,,EUR,Europe,,FRA,1991,1991,France,,YEARS05-19,5-19  years,,BTSX,Both sexes,,,,,21.9 [17.0-27.0],21.90000,17.00000,27.00000,,,
NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4806,PUBLISHED,Published,,1996,1996,,EUR,Europe,,FRA,1996,1996,France,,YEARS05-19,5-19  years,,BTSX,Both sexes,,,,,24.0 [19.1-29.0],24.00000,19.10000,29.00000,,,
NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4806,PUBLISHED,Published,,1998,1998,,EUR,Europe,,FRA,1998,1998,France,,YEARS05-19,5-19  years,,BTSX,Both sexes,,,,,24.6 [19.8-29.4],24.60000,19.80000,29.40000,,,
NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4806,PUBLISHED,Published,,2005,2005,,EUR,Europe,,FRA,2005,2005,France,,YEARS05-19,5-19  years,,BTSX,Both sexes,,,,,26.8 [22.2-31.3],26.80000,22.20000,31.30000,,,
NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4806,PUBLISHED,Published,,2007,2007,,EUR,Europe,,FRA,2007,2007,France,,YEARS05-19,5-19  years,,BTSX,Both sexes,,,,,27.5 [22.8-32.0],27.50000,22.80000,32.00000,,,
NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4806,PUBLISHED,Published,,2014,2014,,EUR,Europe,,FRA,2014,2014,France,,YEARS05-19,5-19  years,,BTSX,Both sexes,,,,,29.5 [23.4-35.8],29.50000,23.40000,35.80000,,,
NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4806,PUBLISHED,Published,,2016,2016,,EUR,Europe,,FRA,2016,2016,France,,YEARS05-19,5-19  years,,BTSX,Both sexes,,,,,30.0 [23.2-37.3],30.00000,23.20000,37.30000,,,
NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4806,PUBLISHED,Published,,1980,1980,,EUR,Europe,,FRA,1980,1980,France,,YEARS05-09,5-9 years,,BTSX,Both sexes,,,,,19.4 [13.4-26.3],19.40000,13.40000,26.30000,,,
NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4806,PUBLISHED,Published,,1982,1982,,EUR,Europe,,FRA,1982,1982,France,,YEARS05-09,5-9 years,,BTSX,Both sexes,,,,,20.2 [14.3-26.7],20.20000,14.30000,26.70000,,,
NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4806,PUBLISHED,Published,,1989,1989,,EUR,Europe,,FRA,1989,1989,France,,YEARS05-09,5-9 years,,BTSX,Both sexes,,,,,22.8 [17.2-28.9],22.80000,17.20000,28.90000,,,
NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4806,PUBLISHED,Published,,1991,1991,,EUR,Europe,,FRA,1991,1991,France,,YEARS05-09,5-9 years,,BTSX,Both sexes,,,,,23.6 [18.0-29.7],23.60000,18.00000,29.70000,,,
NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4806,PUBLISHED,Published,,1996,1996,,EUR,Europe,,FRA,1996,1996,France,,YEARS05-09,5-9 years,,BTSX,Both sexes,,,,,25.7 [20.0-31.6],25.70000,20.00000,31.60000,,,
NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4806,PUBLISHED,Published,,1998,1998,,EUR,Europe,,FRA,1998,1998,France,,YEARS05-09,5-9 years,,BTSX,Both sexes,,,,,26.5 [20.9-32.3],26.50000,20.90000,32.30000,,,
NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4806,PUBLISHED,Published,,2005,2005,,EUR,Europe,,FRA,2005,2005,France,,YEARS05-09,5-9 years,,BTSX,Both sexes,,,,,29.0 [23.5-34.5],29.00000,23.50000,34.50000,,,
NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4806,PUBLISHED,Published,,2007,2007,,EUR,Europe,,FRA,2007,2007,France,,YEARS05-09,5-9 years,,BTSX,Both sexes,,,,,29.7 [24.2-35.2],29.70000,24.20000,35.20000,,,
NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4806,PUBLISHED,Published,,2014,2014,,EUR,Europe,,FRA,2014,2014,France,,YEARS05-09,5-9 years,,BTSX,Both sexes,,,,,31.8 [24.9-38.9],31.80000,24.90000,38.90000,,,
NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4806,PUBLISHED,Published,,2016,2016,,EUR,Europe,,FRA,2016,2016,France,,YEARS05-09,5-9 years,,BTSX,Both sexes,,,,,32.4 [24.6-40.6],32.40000,24.60000,40.60000,,,
NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4806,PUBLISHED,Published,,1980,1980,,EUR,Europe,,FRA,1980,1980,France,,YEARS10-19,10-19 years,,BTSX,Both sexes,,,,,17.5 [12.1-23.5],17.50000,12.10000,23.50000,,,
NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4806,PUBLISHED,Published,,1982,1982,,EUR,Europe,,FRA,1982,1982,France,,YEARS10-19,10-19 years,,BTSX,Both sexes,,,,,18.2 [13.1-23.8],18.20000,13.10000,23.80000,,,
NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4806,PUBLISHED,Published,,1989,1989,,EUR,Europe,,FRA,1989,1989,France,,YEARS10-19,10-19 years,,BTSX,Both sexes,,,,,20.2 [15.4-25.4],20.20000,15.40000,25.40000,,,
NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4806,PUBLISHED,Published,,1991,1991,,EUR,Europe,,FRA,1991,1991,France,,YEARS10-19,10-19 years,,BTSX,Both sexes,,,,,21.0 [16.1-26.1],21.00000,16.10000,26.10000,,,
NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4806,PUBLISHED,Published,,1996,1996,,EUR,Europe,,FRA,1996,1996,France,,YEARS10-19,10-19 years,,BTSX,Both sexes,,,,,23.2 [18.4-28.2],23.20000,18.40000,28.20000,,,
NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4806,PUBLISHED,Published,,1998,1998,,EUR,Europe,,FRA,1998,1998,France,,YEARS10-19,10-19 years,,BTSX,Both sexes,,,,,23.8 [18.9-28.7],23.80000,18.90000,28.70000,,,
NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4806,PUBLISHED,Published,,2005,2005,,EUR,Europe,,FRA,2005,2005,France,,YEARS10-19,10-19 years,,BTSX,Both sexes,,,,,25.8 [21.1-30.5],25.80000,21.10000,30.50000,,,
NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4806,PUBLISHED,Published,,2007,2007,,EUR,Europe,,FRA,2007,2007,France,,YEARS10-19,10-19 years,,BTSX,Both sexes,,,,,26.4 [21.6-31.2],26.40000,21.60000,31.20000,,,
NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4806,PUBLISHED,Published,,2014,2014,,EUR,Europe,,FRA,2014,2014,France,,YEARS10-19,10-19 years,,BTSX,Both sexes,,,,,28.3 [22.3-34.7],28.30000,22.30000,34.70000,,,
NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4806,PUBLISHED,Published,,2016,2016,,EUR,Europe,,FRA,2016,2016,France,,YEARS10-19,10-19 years,,BTSX,Both sexes,,,,,28.9 [22.1-36.1],28.90000,22.10000,36.10000,,,
NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4806,PUBLISHED,Published,,1980,1980,,EUR,Europe,,FRA,1980,1980,France,,YEARS05-19,5-19  years,,FMLE,Female,,,,,17.6 [10.9-25.5],17.60000,10.90000,25.50000,,,
NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4806,PUBLISHED,Published,,1982,1982,,EUR,Europe,,FRA,1982,1982,France,,YEARS05-19,5-19  years,,FMLE,Female,,,,,18.2 [11.7-25.5],18.20000,11.70000,25.50000,,,
NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4806,PUBLISHED,Published,,1989,1989,,EUR,Europe,,FRA,1989,1989,France,,YEARS05-19,5-19  years,,FMLE,Female,,,,,20.2 [14.0-26.9],20.20000,14.00000,26.90000,,,
NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4806,PUBLISHED,Published,,1991,1991,,EUR,Europe,,FRA,1991,1991,France,,YEARS05-19,5-19  years,,FMLE,Female,,,,,20.9 [14.7-27.5],20.90000,14.70000,27.50000,,,
NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4806,PUBLISHED,Published,,1996,1996,,EUR,Europe,,FRA,1996,1996,France,,YEARS05-19,5-19  years,,FMLE,Female,,,,,22.7 [16.4-29.2],22.70000,16.40000,29.20000,,,
NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4806,PUBLISHED,Published,,1998,1998,,EUR,Europe,,FRA,1998,1998,France,,YEARS05-19,5-19  years,,FMLE,Female,,,,,23.3 [17.1-29.8],23.30000,17.10000,29.80000,,,
NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4806,PUBLISHED,Published,,2005,2005,,EUR,Europe,,FRA,2005,2005,France,,YEARS05-19,5-19  years,,FMLE,Female,,,,,25.5 [19.6-31.5],25.50000,19.60000,31.50000,,,
NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4806,PUBLISHED,Published,,2007,2007,,EUR,Europe,,FRA,2007,2007,France,,YEARS05-19,5-19  years,,FMLE,Female,,,,,26.2 [20.2-32.1],26.20000,20.20000,32.10000,,,
NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4806,PUBLISHED,Published,,2014,2014,,EUR,Europe,,FRA,2014,2014,France,,YEARS05-19,5-19  years,,FMLE,Female,,,,,28.2 [20.7-36.2],28.20000,20.70000,36.20000,,,
NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4806,PUBLISHED,Published,,2016,2016,,EUR,Europe,,FRA,2016,2016,France,,YEARS05-19,5-19  years,,FMLE,Female,,,,,28.8 [20.3-38.1],28.80000,20.30000,38.10000,,,
NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4806,PUBLISHED,Published,,1980,1980,,EUR,Europe,,FRA,1980,1980,France,,YEARS05-09,5-9 years,,FMLE,Female,,,,,18.6 [10.6-28.3],18.60000,10.60000,28.30000,,,
NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4806,PUBLISHED,Published,,1982,1982,,EUR,Europe,,FRA,1982,1982,France,,YEARS05-09,5-9 years,,FMLE,Female,,,,,19.3 [11.5-28.5],19.30000,11.50000,28.50000,,,
NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4806,PUBLISHED,Published,,1989,1989,,EUR,Europe,,FRA,1989,1989,France,,YEARS05-09,5-9 years,,FMLE,Female,,,,,21.5 [13.9-30.0],21.50000,13.90000,30.00000,,,
NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4806,PUBLISHED,Published,,1991,1991,,EUR,Europe,,FRA,1991,1991,France,,YEARS05-09,5-9 years,,FMLE,Female,,,,,22.2 [14.7-30.7],22.20000,14.70000,30.70000,,,
NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4806,PUBLISHED,Published,,1996,1996,,EUR,Europe,,FRA,1996,1996,France,,YEARS05-09,5-9 years,,FMLE,Female,,,,,24.0 [16.4-32.3],24.00000,16.40000,32.30000,,,
NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4806,PUBLISHED,Published,,1998,1998,,EUR,Europe,,FRA,1998,1998,France,,YEARS05-09,5-9 years,,FMLE,Female,,,,,24.7 [17.1-33.0],24.70000,17.10000,33.00000,,,
NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4806,PUBLISHED,Published,,2005,2005,,EUR,Europe,,FRA,2005,2005,France,,YEARS05-09,5-9 years,,FMLE,Female,,,,,27.2 [19.7-35.0],27.20000,19.70000,35.00000,,,
