GHO (CODE),GHO (DISPLAY),GHO (URL),GBDCHILDCAUSES (CODE),GBDCHILDCAUSES (DISPLAY),GBDCHILDCAUSES (URL),PUBLISHSTATE (CODE),PUBLISHSTATE (DISPLAY),PUBLISHSTATE (URL),YEAR (CODE),YEAR (DISPLAY),YEAR (URL),REGION (CODE),STARTYEAR,ENDYEAR,REGION (DISPLAY),REGION (URL),COUNTRY (CODE),COUNTRY (DISPLAY),COUNTRY (URL),AGEGROUP (CODE),AGEGROUP (DISPLAY),AGEGROUP (URL),SEX (CODE),SEX (DISPLAY),SEX (URL),GHECAUSES (CODE),GHECAUSES (DISPLAY),GHECAUSES (URL),CHILDCAUSE (CODE),CHILDCAUSE (DISPLAY),CHILDCAUSE (URL),Display Value,Numeric,Low,High,StdErr,StdDev,Comments
LIFE_0000000032,ndx - number of people dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/32,,,,PUBLISHED,Published,,2005,2005,,EUR,2005,2005,Europe,,FRA,France,,AGE60-64,60-64 years,,FMLE,Female,,,,,,,,2510.174,2510.17400,,,,,
LIFE_0000000034,Tx - person-years lived above age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/34,,,,PUBLISHED,Published,,2005,2005,,EUR,2005,2005,Europe,,FRA,France,,AGE60-64,60-64 years,,FMLE,Female,,,,,,,,2458772,2458772.00000,,,,,
LIFE_0000000034,Tx - person-years lived above age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/34,,,,PUBLISHED,Published,,2005,2005,,EUR,2005,2005,Europe,,FRA,France,,AGE65-69,65-69 years,,FMLE,Female,,,,,,,,1995718,1995718.00000,,,,,
LIFE_0000000029,nMx - age-specific death rate between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/29,,,,PUBLISHED,Published,,2005,2005,,EUR,2005,2005,Europe,,FRA,France,,AGE70-74,70-74 years,,FMLE,Female,,,,,,,,0.013,0.01285,,,,,
LIFE_0000000029,nMx - age-specific death rate between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/29,,,,PUBLISHED,Published,,2005,2005,,EUR,2005,2005,Europe,,FRA,France,,AGE75-79,75-79 years,,FMLE,Female,,,,,,,,0.024,0.02375,,,,,
LIFE_0000000031,lx - number of people left alive at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/31,,,,PUBLISHED,Published,,2005,2005,,EUR,2005,2005,Europe,,FRA,France,,AGE75-79,75-79 years,,FMLE,Female,,,,,,,,82308.08,82308.08000,,,,,
LIFE_0000000029,nMx - age-specific death rate between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/29,,,,PUBLISHED,Published,,2005,2005,,EUR,2005,2005,Europe,,FRA,France,,AGE80-84,80-84 years,,FMLE,Female,,,,,,,,0.047,0.04683,,,,,
LIFE_0000000031,lx - number of people left alive at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/31,,,,PUBLISHED,Published,,2005,2005,,EUR,2005,2005,Europe,,FRA,France,,AGE80-84,80-84 years,,FMLE,Female,,,,,,,,73034.99,73034.99000,,,,,
LIFE_0000000033,nLx - person-years lived between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/33,,,,PUBLISHED,Published,,2005,2005,,EUR,2005,2005,Europe,,FRA,France,,AGE80-84,80-84 years,,FMLE,Female,,,,,,,,329542,329542.00000,,,,,
LIFE_0000000031,lx - number of people left alive at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/31,,,,PUBLISHED,Published,,2005,2005,,EUR,2005,2005,Europe,,FRA,France,,AGE85PLUS,85+ years,,FMLE,Female,,,,,,,,57603.77,57603.77000,,,,,
LIFE_0000000033,nLx - person-years lived between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/33,,,,PUBLISHED,Published,,2005,2005,,EUR,2005,2005,Europe,,FRA,France,,AGE85PLUS,85+ years,,FMLE,Female,,,,,,,,401185.9,401185.90000,,,,,
LIFE_0000000033,nLx - person-years lived between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/33,,,,PUBLISHED,Published,,2006,2006,,EUR,2006,2006,Europe,,FRA,France,,AGELT1,<1 year,,MLE,Male,,,,,,,,99594.55,99594.55000,,,,,
LIFE_0000000035,ex - expectation of life at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/35,,,,PUBLISHED,Published,,2006,2006,,EUR,2006,2006,Europe,,FRA,France,,AGELT1,<1 year,,MLE,Male,,,,,,,,77.4,77.42674,,,,,
LIFE_0000000033,nLx - person-years lived between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/33,,,,PUBLISHED,Published,,2006,2006,,EUR,2006,2006,Europe,,FRA,France,,AGE1-4,1-4 years,,MLE,Male,,,,,,,,398067.3,398067.30000,,,,,
LIFE_0000000035,ex - expectation of life at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/35,,,,PUBLISHED,Published,,2006,2006,,EUR,2006,2006,Europe,,FRA,France,,AGE1-4,1-4 years,,MLE,Male,,,,,,,,76.8,76.76008,,,,,
LIFE_0000000030,nqx - probability of dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/30,,,,PUBLISHED,Published,,2006,2006,,EUR,2006,2006,Europe,,FRA,France,,AGE5-9,5-9 years,,MLE,Male,,,,,,,,0,0.00049,,,,,
LIFE_0000000035,ex - expectation of life at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/35,,,,PUBLISHED,Published,,2006,2006,,EUR,2006,2006,Europe,,FRA,France,,AGE5-9,5-9 years,,MLE,Male,,,,,,,,72.8,72.82945,,,,,
LIFE_0000000030,nqx - probability of dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/30,,,,PUBLISHED,Published,,2006,2006,,EUR,2006,2006,Europe,,FRA,France,,AGE10-14,10-14 years,,MLE,Male,,,,,,,,0.001,0.00073,,,,,
LIFE_0000000030,nqx - probability of dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/30,,,,PUBLISHED,Published,,2006,2006,,EUR,2006,2006,Europe,,FRA,France,,AGE15-19,15-19  years,,MLE,Male,,,,,,,,0.003,0.00256,,,,,
LIFE_0000000032,ndx - number of people dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/32,,,,PUBLISHED,Published,,2006,2006,,EUR,2006,2006,Europe,,FRA,France,,AGE15-19,15-19  years,,MLE,Male,,,,,,,,254.027,254.02710,,,,,
LIFE_0000000030,nqx - probability of dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/30,,,,PUBLISHED,Published,,2006,2006,,EUR,2006,2006,Europe,,FRA,France,,AGE20-24,20-24 years,,MLE,Male,,,,,,,,0.004,0.00377,,,,,
LIFE_0000000032,ndx - number of people dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/32,,,,PUBLISHED,Published,,2006,2006,,EUR,2006,2006,Europe,,FRA,France,,AGE20-24,20-24 years,,MLE,Male,,,,,,,,373.128,373.12770,,,,,
LIFE_0000000034,Tx - person-years lived above age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/34,,,,PUBLISHED,Published,,2006,2006,,EUR,2006,2006,Europe,,FRA,France,,AGE20-24,20-24 years,,MLE,Male,,,,,,,,5754526,5754526.00000,,,,,
LIFE_0000000032,ndx - number of people dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/32,,,,PUBLISHED,Published,,2006,2006,,EUR,2006,2006,Europe,,FRA,France,,AGE25-29,25-29 years,,MLE,Male,,,,,,,,410.978,410.97750,,,,,
LIFE_0000000034,Tx - person-years lived above age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/34,,,,PUBLISHED,Published,,2006,2006,,EUR,2006,2006,Europe,,FRA,France,,AGE25-29,25-29 years,,MLE,Male,,,,,,,,5259900,5259900.00000,,,,,
LIFE_0000000034,Tx - person-years lived above age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/34,,,,PUBLISHED,Published,,2006,2006,,EUR,2006,2006,Europe,,FRA,France,,AGE30-34,30-34 years,,MLE,Male,,,,,,,,4767259,4767259.00000,,,,,
LIFE_0000000029,nMx - age-specific death rate between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/29,,,,PUBLISHED,Published,,2006,2006,,EUR,2006,2006,Europe,,FRA,France,,AGE35-39,35-39 years,,MLE,Male,,,,,,,,0.001,0.00147,,,,,
LIFE_0000000029,nMx - age-specific death rate between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/29,,,,PUBLISHED,Published,,2006,2006,,EUR,2006,2006,Europe,,FRA,France,,AGE40-44,40-44 years,,MLE,Male,,,,,,,,0.002,0.00233,,,,,
LIFE_0000000031,lx - number of people left alive at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/31,,,,PUBLISHED,Published,,2006,2006,,EUR,2006,2006,Europe,,FRA,France,,AGE40-44,40-44 years,,MLE,Male,,,,,,,,97102.95,97102.95000,,,,,
LIFE_0000000029,nMx - age-specific death rate between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/29,,,,PUBLISHED,Published,,2006,2006,,EUR,2006,2006,Europe,,FRA,France,,AGE45-49,45-49 years,,MLE,Male,,,,,,,,0.004,0.00404,,,,,
LIFE_0000000031,lx - number of people left alive at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/31,,,,PUBLISHED,Published,,2006,2006,,EUR,2006,2006,Europe,,FRA,France,,AGE45-49,45-49 years,,MLE,Male,,,,,,,,95975.65,95975.65000,,,,,
LIFE_0000000031,lx - number of people left alive at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/31,,,,PUBLISHED,Published,,2006,2006,,EUR,2006,2006,Europe,,FRA,France,,AGE50-54,50-54 years,,MLE,Male,,,,,,,,94052.56,94052.56000,,,,,
LIFE_0000000033,nLx - person-years lived between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/33,,,,PUBLISHED,Published,,2006,2006,,EUR,2006,2006,Europe,,FRA,France,,AGE50-54,50-54 years,,MLE,Male,,,,,,,,463293.5,463293.50000,,,,,
LIFE_0000000033,nLx - person-years lived between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/33,,,,PUBLISHED,Published,,2006,2006,,EUR,2006,2006,Europe,,FRA,France,,AGE55-59,55-59 years,,MLE,Male,,,,,,,,446223.3,446223.30000,,,,,
LIFE_0000000035,ex - expectation of life at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/35,,,,PUBLISHED,Published,,2006,2006,,EUR,2006,2006,Europe,,FRA,France,,AGE55-59,55-59 years,,MLE,Male,,,,,,,,26,25.99404,,,,,
LIFE_0000000033,nLx - person-years lived between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/33,,,,PUBLISHED,Published,,2006,2006,,EUR,2006,2006,Europe,,FRA,France,,AGE60-64,60-64 years,,MLE,Male,,,,,,,,424171.2,424171.20000,,,,,
LIFE_0000000035,ex - expectation of life at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/35,,,,PUBLISHED,Published,,2006,2006,,EUR,2006,2006,Europe,,FRA,France,,AGE60-64,60-64 years,,MLE,Male,,,,,,,,22,22.03251,,,,,
LIFE_0000000035,ex - expectation of life at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/35,,,,PUBLISHED,Published,,2006,2006,,EUR,2006,2006,Europe,,FRA,France,,AGE65-69,65-69 years,,MLE,Male,,,,,,,,18.2,18.21221,,,,,
LIFE_0000000030,nqx - probability of dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/30,,,,PUBLISHED,Published,,2006,2006,,EUR,2006,2006,Europe,,FRA,France,,AGE70-74,70-74 years,,MLE,Male,,,,,,,,0.122,0.12218,,,,,
LIFE_0000000030,nqx - probability of dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/30,,,,PUBLISHED,Published,,2006,2006,,EUR,2006,2006,Europe,,FRA,France,,AGE75-79,75-79 years,,MLE,Male,,,,,,,,0.197,0.19748,,,,,
LIFE_0000000032,ndx - number of people dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/32,,,,PUBLISHED,Published,,2006,2006,,EUR,2006,2006,Europe,,FRA,France,,AGE75-79,75-79 years,,MLE,Male,,,,,,,,13108.69,13108.69000,,,,,
LIFE_0000000030,nqx - probability of dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/30,,,,PUBLISHED,Published,,2006,2006,,EUR,2006,2006,Europe,,FRA,France,,AGE80-84,80-84 years,,MLE,Male,,,,,,,,0.305,0.30543,,,,,
LIFE_0000000032,ndx - number of people dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/32,,,,PUBLISHED,Published,,2006,2006,,EUR,2006,2006,Europe,,FRA,France,,AGE80-84,80-84 years,,MLE,Male,,,,,,,,16270.78,16270.78000,,,,,
LIFE_0000000032,ndx - number of people dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/32,,,,PUBLISHED,Published,,2006,2006,,EUR,2006,2006,Europe,,FRA,France,,AGE85PLUS,85+ years,,MLE,Male,,,,,,,,37000.41,37000.41000,,,,,
LIFE_0000000034,Tx - person-years lived above age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/34,,,,PUBLISHED,Published,,2006,2006,,EUR,2006,2006,Europe,,FRA,France,,AGE85PLUS,85+ years,,MLE,Male,,,,,,,,218167.3,218167.30000,,,,,
LIFE_0000000034,Tx - person-years lived above age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/34,,,,PUBLISHED,Published,,2006,2006,,EUR,2006,2006,Europe,,FRA,France,,AGELT1,<1 year,,FMLE,Female,,,,,,,,8406241,8406241.00000,,,,,
LIFE_0000000029,nMx - age-specific death rate between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/29,,,,PUBLISHED,Published,,2006,2006,,EUR,2006,2006,Europe,,FRA,France,,AGE1-4,1-4 years,,FMLE,Female,,,,,,,,0,0.00019,,,,,
LIFE_0000000034,Tx - person-years lived above age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/34,,,,PUBLISHED,Published,,2006,2006,,EUR,2006,2006,Europe,,FRA,France,,AGE1-4,1-4 years,,FMLE,Female,,,,,,,,8306552,8306552.00000,,,,,
LIFE_0000000029,nMx - age-specific death rate between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/29,,,,PUBLISHED,Published,,2006,2006,,EUR,2006,2006,Europe,,FRA,France,,AGE5-9,5-9 years,,FMLE,Female,,,,,,,,0,0.00008,,,,,
LIFE_0000000029,nMx - age-specific death rate between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/29,,,,PUBLISHED,Published,,2006,2006,,EUR,2006,2006,Europe,,FRA,France,,AGE10-14,10-14 years,,FMLE,Female,,,,,,,,0,0.00008,,,,,
LIFE_0000000031,lx - number of people left alive at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/31,,,,PUBLISHED,Published,,2006,2006,,EUR,2006,2006,Europe,,FRA,France,,AGE10-14,10-14 years,,FMLE,Female,,,,,,,,99553.86,99553.86000,,,,,
LIFE_0000000031,lx - number of people left alive at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/31,,,,PUBLISHED,Published,,2006,2006,,EUR,2006,2006,Europe,,FRA,France,,AGE15-19,15-19  years,,FMLE,Female,,,,,,,,99511.63,99511.63000,,,,,
LIFE_0000000033,nLx - person-years lived between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/33,,,,PUBLISHED,Published,,2006,2006,,EUR,2006,2006,Europe,,FRA,France,,AGE15-19,15-19  years,,FMLE,Female,,,,,,,,497312.8,497312.80000,,,,,
LIFE_0000000031,lx - number of people left alive at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/31,,,,PUBLISHED,Published,,2006,2006,,EUR,2006,2006,Europe,,FRA,France,,AGE20-24,20-24 years,,FMLE,Female,,,,,,,,99403.99,99403.99000,,,,,
LIFE_0000000033,nLx - person-years lived between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/33,,,,PUBLISHED,Published,,2006,2006,,EUR,2006,2006,Europe,,FRA,France,,AGE20-24,20-24 years,,FMLE,Female,,,,,,,,496682.5,496682.50000,,,,,
LIFE_0000000033,nLx - person-years lived between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/33,,,,PUBLISHED,Published,,2006,2006,,EUR,2006,2006,Europe,,FRA,France,,AGE25-29,25-29 years,,FMLE,Female,,,,,,,,495973,495973.00000,,,,,
LIFE_0000000035,ex - expectation of life at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/35,,,,PUBLISHED,Published,,2006,2006,,EUR,2006,2006,Europe,,FRA,France,,AGE25-29,25-29 years,,FMLE,Female,,,,,,,,59.6,59.62392,,,,,
LIFE_0000000035,ex - expectation of life at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/35,,,,PUBLISHED,Published,,2006,2006,,EUR,2006,2006,Europe,,FRA,France,,AGE30-34,30-34 years,,FMLE,Female,,,,,,,,54.7,54.70756,,,,,
LIFE_0000000030,nqx - probability of dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/30,,,,PUBLISHED,Published,,2006,2006,,EUR,2006,2006,Europe,,FRA,France,,AGE35-39,35-39 years,,FMLE,Female,,,,,,,,0.004,0.00369,,,,,
LIFE_0000000035,ex - expectation of life at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/35,,,,PUBLISHED,Published,,2006,2006,,EUR,2006,2006,Europe,,FRA,France,,AGE35-39,35-39 years,,FMLE,Female,,,,,,,,49.8,49.81806,,,,,
LIFE_0000000030,nqx - probability of dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/30,,,,PUBLISHED,Published,,2006,2006,,EUR,2006,2006,Europe,,FRA,France,,AGE40-44,40-44 years,,FMLE,Female,,,,,,,,0.006,0.00590,,,,,
LIFE_0000000030,nqx - probability of dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/30,,,,PUBLISHED,Published,,2006,2006,,EUR,2006,2006,Europe,,FRA,France,,AGE45-49,45-49 years,,FMLE,Female,,,,,,,,0.01,0.00974,,,,,
LIFE_0000000032,ndx - number of people dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/32,,,,PUBLISHED,Published,,2006,2006,,EUR,2006,2006,Europe,,FRA,France,,AGE45-49,45-49 years,,FMLE,Female,,,,,,,,953.88,953.88040,,,,,
LIFE_0000000032,ndx - number of people dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/32,,,,PUBLISHED,Published,,2006,2006,,EUR,2006,2006,Europe,,FRA,France,,AGE50-54,50-54 years,,FMLE,Female,,,,,,,,1385.142,1385.14200,,,,,
LIFE_0000000034,Tx - person-years lived above age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/34,,,,PUBLISHED,Published,,2006,2006,,EUR,2006,2006,Europe,,FRA,France,,AGE50-54,50-54 years,,FMLE,Female,,,,,,,,3454773,3454773.00000,,,,,
LIFE_0000000032,ndx - number of people dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/32,,,,PUBLISHED,Published,,2006,2006,,EUR,2006,2006,Europe,,FRA,France,,AGE55-59,55-59 years,,FMLE,Female,,,,,,,,1758.43,1758.43000,,,,,
LIFE_0000000034,Tx - person-years lived above age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/34,,,,PUBLISHED,Published,,2006,2006,,EUR,2006,2006,Europe,,FRA,France,,AGE55-59,55-59 years,,FMLE,Female,,,,,,,,2973011,2973011.00000,,,,,
LIFE_0000000034,Tx - person-years lived above age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/34,,,,PUBLISHED,Published,,2006,2006,,EUR,2006,2006,Europe,,FRA,France,,AGE60-64,60-64 years,,FMLE,Female,,,,,,,,2499075,2499075.00000,,,,,
LIFE_0000000029,nMx - age-specific death rate between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/29,,,,PUBLISHED,Published,,2006,2006,,EUR,2006,2006,Europe,,FRA,France,,AGE65-69,65-69 years,,FMLE,Female,,,,,,,,0.008,0.00758,,,,,
LIFE_0000000029,nMx - age-specific death rate between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/29,,,,PUBLISHED,Published,,2006,2006,,EUR,2006,2006,Europe,,FRA,France,,AGE70-74,70-74 years,,FMLE,Female,,,,,,,,0.012,0.01237,,,,,
LIFE_0000000031,lx - number of people left alive at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/31,,,,PUBLISHED,Published,,2006,2006,,EUR,2006,2006,Europe,,FRA,France,,AGE70-74,70-74 years,,FMLE,Female,,,,,,,,87973.52,87973.52000,,,,,
LIFE_0000000029,nMx - age-specific death rate between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/29,,,,PUBLISHED,Published,,2006,2006,,EUR,2006,2006,Europe,,FRA,France,,AGE75-79,75-79 years,,FMLE,Female,,,,,,,,0.023,0.02312,,,,,
LIFE_0000000031,lx - number of people left alive at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/31,,,,PUBLISHED,Published,,2006,2006,,EUR,2006,2006,Europe,,FRA,France,,AGE75-79,75-79 years,,FMLE,Female,,,,,,,,82684.46,82684.46000,,,,,
LIFE_0000000033,nLx - person-years lived between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/33,,,,PUBLISHED,Published,,2006,2006,,EUR,2006,2006,Europe,,FRA,France,,AGE75-79,75-79 years,,FMLE,Female,,,,,,,,392704.8,392704.80000,,,,,
LIFE_0000000031,lx - number of people left alive at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/31,,,,PUBLISHED,Published,,2006,2006,,EUR,2006,2006,Europe,,FRA,France,,AGE80-84,80-84 years,,FMLE,Female,,,,,,,,73604.02,73604.02000,,,,,
LIFE_0000000033,nLx - person-years lived between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/33,,,,PUBLISHED,Published,,2006,2006,,EUR,2006,2006,Europe,,FRA,France,,AGE80-84,80-84 years,,FMLE,Female,,,,,,,,334789.6,334789.60000,,,,,
LIFE_0000000033,nLx - person-years lived between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/33,,,,PUBLISHED,Published,,2006,2006,,EUR,2006,2006,Europe,,FRA,France,,AGE85PLUS,85+ years,,FMLE,Female,,,,,,,,431491.6,431491.60000,,,,,
LIFE_0000000035,ex - expectation of life at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/35,,,,PUBLISHED,Published,,2006,2006,,EUR,2006,2006,Europe,,FRA,France,,AGE85PLUS,85+ years,,FMLE,Female,,,,,,,,7.3,7.28946,,,,,
LIFE_0000000033,nLx - person-years lived between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/33,,,,PUBLISHED,Published,,2007,2007,,EUR,2007,2007,Europe,,FRA,France,,AGELT1,<1 year,,MLE,Male,,,,,,,,99608.34,99608.34000,,,,,
LIFE_0000000035,ex - expectation of life at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/35,,,,PUBLISHED,Published,,2007,2007,,EUR,2007,2007,Europe,,FRA,France,,AGELT1,<1 year,,MLE,Male,,,,,,,,77.7,77.69022,,,,,
LIFE_0000000030,nqx - probability of dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/30,,,,PUBLISHED,Published,,2007,2007,,EUR,2007,2007,Europe,,FRA,France,,AGE1-4,1-4 years,,MLE,Male,,,,,,,,0.001,0.00088,,,,,
LIFE_0000000035,ex - expectation of life at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/35,,,,PUBLISHED,Published,,2007,2007,,EUR,2007,2007,Europe,,FRA,France,,AGE1-4,1-4 years,,MLE,Male,,,,,,,,77,77.01313,,,,,
LIFE_0000000030,nqx - probability of dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/30,,,,PUBLISHED,Published,,2007,2007,,EUR,2007,2007,Europe,,FRA,France,,AGE5-9,5-9 years,,MLE,Male,,,,,,,,0,0.00045,,,,,
LIFE_0000000030,nqx - probability of dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/30,,,,PUBLISHED,Published,,2007,2007,,EUR,2007,2007,Europe,,FRA,France,,AGE10-14,10-14 years,,MLE,Male,,,,,,,,0.001,0.00061,,,,,
LIFE_0000000032,ndx - number of people dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/32,,,,PUBLISHED,Published,,2007,2007,,EUR,2007,2007,Europe,,FRA,France,,AGE10-14,10-14 years,,MLE,Male,,,,,,,,60.578,60.57761,,,,,
LIFE_0000000032,ndx - number of people dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/32,,,,PUBLISHED,Published,,2007,2007,,EUR,2007,2007,Europe,,FRA,France,,AGE15-19,15-19  years,,MLE,Male,,,,,,,,239.271,239.27070,,,,,
LIFE_0000000034,Tx - person-years lived above age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/34,,,,PUBLISHED,Published,,2007,2007,,EUR,2007,2007,Europe,,FRA,France,,AGE15-19,15-19  years,,MLE,Male,,,,,,,,6276779,6276779.00000,,,,,
LIFE_0000000032,ndx - number of people dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/32,,,,PUBLISHED,Published,,2007,2007,,EUR,2007,2007,Europe,,FRA,France,,AGE20-24,20-24 years,,MLE,Male,,,,,,,,385.894,385.89440,,,,,
LIFE_0000000034,Tx - person-years lived above age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/34,,,,PUBLISHED,Published,,2007,2007,,EUR,2007,2007,Europe,,FRA,France,,AGE20-24,20-24 years,,MLE,Male,,,,,,,,5780319,5780319.00000,,,,,
LIFE_0000000034,Tx - person-years lived above age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/34,,,,PUBLISHED,Published,,2007,2007,,EUR,2007,2007,Europe,,FRA,France,,AGE25-29,25-29 years,,MLE,Male,,,,,,,,5285468,5285468.00000,,,,,
LIFE_0000000029,nMx - age-specific death rate between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/29,,,,PUBLISHED,Published,,2007,2007,,EUR,2007,2007,Europe,,FRA,France,,AGE30-34,30-34 years,,MLE,Male,,,,,,,,0.001,0.00095,,,,,
LIFE_0000000029,nMx - age-specific death rate between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/29,,,,PUBLISHED,Published,,2007,2007,,EUR,2007,2007,Europe,,FRA,France,,AGE35-39,35-39 years,,MLE,Male,,,,,,,,0.001,0.00142,,,,,
LIFE_0000000031,lx - number of people left alive at age x,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/31,,,,PUBLISHED,Published,,2007,2007,,EUR,2007,2007,Europe,,FRA,France,,AGE35-39,35-39 years,,MLE,Male,,,,,,,,97871.98,97871.98000,,,,,
LIFE_0000000029,nMx - age-specific death rate between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/29,,,,PUBLISHED,Published,,2007,2007,,EUR,2007,2007,Europe,,FRA,France,,AGE40-44,40-44 years,,MLE,Male,,,,,,,,0.002,0.00223,,,,,
