GHO (CODE),GHO (DISPLAY),GHO (URL),PUBLISHSTATE (CODE),PUBLISHSTATE (DISPLAY),PUBLISHSTATE (URL),YEAR (CODE),YEAR (DISPLAY),YEAR (URL),REGION (CODE),REGION (DISPLAY),REGION (URL),COUNTRY (CODE),STARTYEAR,ENDYEAR,COUNTRY (DISPLAY),COUNTRY (URL),SEX (CODE),SEX (DISPLAY),SEX (URL),Display Value,Numeric,Low,High,StdErr,StdDev,Comments
HWF_0010,Dentists (per 10 000 population),http://apps.who.int/gho/data/node.wrapper.imr?x-id=5323,PUBLISHED,Published,,2011,2011,,EUR,Europe,,FRA,2011,2011,France,,,,,6.565,6.56500,,,,,"Includes Practising dentists. Data source: WHO/Europe, Hlth-Res-DB, November 2019"
HWF_0010,Dentists (per 10 000 population),http://apps.who.int/gho/data/node.wrapper.imr?x-id=5323,PUBLISHED,Published,,2012,2012,,EUR,Europe,,FRA,2012,2012,France,,,,,6.567,6.56700,,,,,"Includes Practising dentists. Data source: WHO/Europe, Hlth-Res-DB, November 2019"
HWF_0010,Dentists (per 10 000 population),http://apps.who.int/gho/data/node.wrapper.imr?x-id=5323,PUBLISHED,Published,,2013,2013,,EUR,Europe,,FRA,2013,2013,France,,,,,6.587,6.58700,,,,,"Includes Practising dentists. Data source: WHO/Europe, Hlth-Res-DB, November 2019"
HWF_0010,Dentists (per 10 000 population),http://apps.who.int/gho/data/node.wrapper.imr?x-id=5323,PUBLISHED,Published,,2014,2014,,EUR,Europe,,FRA,2014,2014,France,,,,,6.586,6.58600,,,,,"Includes Practising dentists. Data source: WHO/Europe, Hlth-Res-DB, November 2019"
HWF_0010,Dentists (per 10 000 population),http://apps.who.int/gho/data/node.wrapper.imr?x-id=5323,PUBLISHED,Published,,2015,2015,,EUR,Europe,,FRA,2015,2015,France,,,,,6.610,6.61000,,,,,"Includes Practising dentists. Data source: WHO/Europe, Hlth-Res-DB, November 2019"
HWF_0010,Dentists (per 10 000 population),http://apps.who.int/gho/data/node.wrapper.imr?x-id=5323,PUBLISHED,Published,,2016,2016,,EUR,Europe,,FRA,2016,2016,France,,,,,6.653,6.65300,,,,,"Includes Practising dentists. Data source: OECD Health Data, accessed November 2019"
HWF_0010,Dentists (per 10 000 population),http://apps.who.int/gho/data/node.wrapper.imr?x-id=5323,PUBLISHED,Published,,2017,2017,,EUR,Europe,,FRA,2017,2017,France,,,,,6.657,6.65700,,,,,"Includes Practising dentists. Data source: OECD Health Data, accessed November 2019"
HWF_0010,Dentists (per 10 000 population),http://apps.who.int/gho/data/node.wrapper.imr?x-id=5323,PUBLISHED,Published,,2018,2018,,EUR,Europe,,FRA,2018,2018,France,,,,,6.668,6.66800,,,,,"Includes Practising dentists. Data source: OECD Health Data, accessed November 2019"
HWF_0011,Dentists (number),http://apps.who.int/gho/data/node.wrapper.imr?x-id=5324,PUBLISHED,Published,,1991,1991,,EUR,Europe,,FRA,1991,1991,France,,,,,38146,38146.00000,,,,,Includes Dentists .
HWF_0011,Dentists (number),http://apps.who.int/gho/data/node.wrapper.imr?x-id=5324,PUBLISHED,Published,,1992,1992,,EUR,Europe,,FRA,1992,1992,France,,,,,38451,38451.00000,,,,,Includes Dentists .
HWF_0011,Dentists (number),http://apps.who.int/gho/data/node.wrapper.imr?x-id=5324,PUBLISHED,Published,,1993,1993,,EUR,Europe,,FRA,1993,1993,France,,,,,38868,38868.00000,,,,,Includes Dentists .
HWF_0011,Dentists (number),http://apps.who.int/gho/data/node.wrapper.imr?x-id=5324,PUBLISHED,Published,,1994,1994,,EUR,Europe,,FRA,1994,1994,France,,,,,39284,39284.00000,,,,,Includes Dentists .
HWF_0011,Dentists (number),http://apps.who.int/gho/data/node.wrapper.imr?x-id=5324,PUBLISHED,Published,,1995,1995,,EUR,Europe,,FRA,1995,1995,France,,,,,39714,39714.00000,,,,,Includes Dentists .
HWF_0011,Dentists (number),http://apps.who.int/gho/data/node.wrapper.imr?x-id=5324,PUBLISHED,Published,,1996,1996,,EUR,Europe,,FRA,1996,1996,France,,,,,39565,39565.00000,,,,,Includes Dentists .
HWF_0011,Dentists (number),http://apps.who.int/gho/data/node.wrapper.imr?x-id=5324,PUBLISHED,Published,,1997,1997,,EUR,Europe,,FRA,1997,1997,France,,,,,39471,39471.00000,,,,,Includes Dentists .
HWF_0011,Dentists (number),http://apps.who.int/gho/data/node.wrapper.imr?x-id=5324,PUBLISHED,Published,,1998,1998,,EUR,Europe,,FRA,1998,1998,France,,,,,39457,39457.00000,,,,,Includes Dentists .
HWF_0011,Dentists (number),http://apps.who.int/gho/data/node.wrapper.imr?x-id=5324,PUBLISHED,Published,,1999,1999,,EUR,Europe,,FRA,1999,1999,France,,,,,40088,40088.00000,,,,,Includes Dentists .
HWF_0011,Dentists (number),http://apps.who.int/gho/data/node.wrapper.imr?x-id=5324,PUBLISHED,Published,,2000,2000,,EUR,Europe,,FRA,2000,2000,France,,,,,42572,42572.00000,,,,,"Includes Professionally active dentists. Data source: WHO/Europe, Hlth-Res-DB, November 2019"
HWF_0011,Dentists (number),http://apps.who.int/gho/data/node.wrapper.imr?x-id=5324,PUBLISHED,Published,,2001,2001,,EUR,Europe,,FRA,2001,2001,France,,,,,42654,42654.00000,,,,,"Includes Professionally active dentists. Data source: WHO/Europe, Hlth-Res-DB, November 2019"
HWF_0011,Dentists (number),http://apps.who.int/gho/data/node.wrapper.imr?x-id=5324,PUBLISHED,Published,,2002,2002,,EUR,Europe,,FRA,2002,2002,France,,,,,42850,42850.00000,,,,,"Includes Professionally active dentists. Data source: WHO/Europe, Hlth-Res-DB, November 2019"
HWF_0011,Dentists (number),http://apps.who.int/gho/data/node.wrapper.imr?x-id=5324,PUBLISHED,Published,,2003,2003,,EUR,Europe,,FRA,2003,2003,France,,,,,43100,43100.00000,,,,,"Includes Professionally active dentists. Data source: WHO/Europe, Hlth-Res-DB, November 2019"
HWF_0011,Dentists (number),http://apps.who.int/gho/data/node.wrapper.imr?x-id=5324,PUBLISHED,Published,,2004,2004,,EUR,Europe,,FRA,2004,2004,France,,,,,43291,43291.00000,,,,,"Includes Professionally active dentists. Data source: WHO/Europe, Hlth-Res-DB, November 2019"
HWF_0011,Dentists (number),http://apps.who.int/gho/data/node.wrapper.imr?x-id=5324,PUBLISHED,Published,,2005,2005,,EUR,Europe,,FRA,2005,2005,France,,,,,43570,43570.00000,,,,,"Includes Professionally active dentists. Data source: WHO/Europe, Hlth-Res-DB, November 2019"
HWF_0011,Dentists (number),http://apps.who.int/gho/data/node.wrapper.imr?x-id=5324,PUBLISHED,Published,,2006,2006,,EUR,Europe,,FRA,2006,2006,France,,,,,43629,43629.00000,,,,,"Includes Professionally active dentists. Data source: WHO/Europe, Hlth-Res-DB, November 2019"
HWF_0011,Dentists (number),http://apps.who.int/gho/data/node.wrapper.imr?x-id=5324,PUBLISHED,Published,,2007,2007,,EUR,Europe,,FRA,2007,2007,France,,,,,43599,43599.00000,,,,,"Includes Professionally active dentists. Data source: WHO/Europe, Hlth-Res-DB, November 2019"
HWF_0011,Dentists (number),http://apps.who.int/gho/data/node.wrapper.imr?x-id=5324,PUBLISHED,Published,,2008,2008,,EUR,Europe,,FRA,2008,2008,France,,,,,43311,43311.00000,,,,,"Includes Professionally active dentists. Data source: WHO/Europe, Hlth-Res-DB, November 2019"
HWF_0011,Dentists (number),http://apps.who.int/gho/data/node.wrapper.imr?x-id=5324,PUBLISHED,Published,,2009,2009,,EUR,Europe,,FRA,2009,2009,France,,,,,43120,43120.00000,,,,,"Includes Professionally active dentists. Data source: WHO/Europe, Hlth-Res-DB, November 2019"
HWF_0011,Dentists (number),http://apps.who.int/gho/data/node.wrapper.imr?x-id=5324,PUBLISHED,Published,,2010,2010,,EUR,Europe,,FRA,2010,2010,France,,,,,43146,43146.00000,,,,,"Includes Professionally active dentists. Data source: WHO/Europe, Hlth-Res-DB, November 2019"
HWF_0011,Dentists (number),http://apps.who.int/gho/data/node.wrapper.imr?x-id=5324,PUBLISHED,Published,,2011,2011,,EUR,Europe,,FRA,2011,2011,France,,,,,41507,41507.00000,,,,,"Includes Practising dentists. Data source: WHO/Europe, Hlth-Res-DB, November 2019"
HWF_0011,Dentists (number),http://apps.who.int/gho/data/node.wrapper.imr?x-id=5324,PUBLISHED,Published,,2012,2012,,EUR,Europe,,FRA,2012,2012,France,,,,,41740,41740.00000,,,,,"Includes Practising dentists. Data source: WHO/Europe, Hlth-Res-DB, November 2019"
HWF_0011,Dentists (number),http://apps.who.int/gho/data/node.wrapper.imr?x-id=5324,PUBLISHED,Published,,2013,2013,,EUR,Europe,,FRA,2013,2013,France,,,,,42084,42084.00000,,,,,"Includes Practising dentists. Data source: WHO/Europe, Hlth-Res-DB, November 2019"
HWF_0011,Dentists (number),http://apps.who.int/gho/data/node.wrapper.imr?x-id=5324,PUBLISHED,Published,,2014,2014,,EUR,Europe,,FRA,2014,2014,France,,,,,42281,42281.00000,,,,,"Includes Practising dentists. Data source: WHO/Europe, Hlth-Res-DB, November 2019"
HWF_0011,Dentists (number),http://apps.who.int/gho/data/node.wrapper.imr?x-id=5324,PUBLISHED,Published,,2015,2015,,EUR,Europe,,FRA,2015,2015,France,,,,,42602,42602.00000,,,,,"Includes Practising dentists. Data source: WHO/Europe, Hlth-Res-DB, November 2019"
HWF_0011,Dentists (number),http://apps.who.int/gho/data/node.wrapper.imr?x-id=5324,PUBLISHED,Published,,2016,2016,,EUR,Europe,,FRA,2016,2016,France,,,,,43026,43026.00000,,,,,"Includes Practising dentists. Data source: OECD Health Data, accessed November 2019"
HWF_0011,Dentists (number),http://apps.who.int/gho/data/node.wrapper.imr?x-id=5324,PUBLISHED,Published,,2017,2017,,EUR,Europe,,FRA,2017,2017,France,,,,,43167,43167.00000,,,,,"Includes Practising dentists. Data source: OECD Health Data, accessed November 2019"
HWF_0011,Dentists (number),http://apps.who.int/gho/data/node.wrapper.imr?x-id=5324,PUBLISHED,Published,,2018,2018,,EUR,Europe,,FRA,2018,2018,France,,,,,43333,43333.00000,,,,,"Includes Practising dentists. Data source: OECD Health Data, accessed November 2019"
HWF_0016,Pharmaceutical Technicians and Assistants (number),http://apps.who.int/gho/data/node.wrapper.imr?x-id=5329,PUBLISHED,Published,,2014,2014,,EUR,Europe,,FRA,2014,2014,France,,,,,75417,75417.00000,,,,,"Includes Pr̩parateurs en pharmacie.  Data Source: Health workforce from census data. Minnesota Population Center. Integrated Public Use Microdata Series, International: Version 7.1. Minneapolis, MN: IPUMS, 2018. https://doi.org/10.18128/D020.V7.1"
HWF_0021,Physiotherapists (number),http://apps.who.int/gho/data/node.wrapper.imr?x-id=5334,PUBLISHED,Published,,1989,1989,,EUR,Europe,,FRA,1989,1989,France,,,,,38632,38632.00000,,,,,"Includes Practising physiotherapists. Data source: WHO/Europe, Hlth-Res-DB, November 2019"
HWF_0021,Physiotherapists (number),http://apps.who.int/gho/data/node.wrapper.imr?x-id=5334,PUBLISHED,Published,,1990,1990,,EUR,Europe,,FRA,1990,1990,France,,,,,39745,39745.00000,,,,,"Includes Practising physiotherapists. Data source: WHO/Europe, Hlth-Res-DB, November 2019"
HWF_0021,Physiotherapists (number),http://apps.who.int/gho/data/node.wrapper.imr?x-id=5334,PUBLISHED,Published,,1991,1991,,EUR,Europe,,FRA,1991,1991,France,,,,,40708,40708.00000,,,,,"Includes Practising physiotherapists. Data source: WHO/Europe, Hlth-Res-DB, November 2019"
HWF_0021,Physiotherapists (number),http://apps.who.int/gho/data/node.wrapper.imr?x-id=5334,PUBLISHED,Published,,1992,1992,,EUR,Europe,,FRA,1992,1992,France,,,,,42319,42319.00000,,,,,"Includes Practising physiotherapists. Data source: WHO/Europe, Hlth-Res-DB, November 2019"
HWF_0021,Physiotherapists (number),http://apps.who.int/gho/data/node.wrapper.imr?x-id=5334,PUBLISHED,Published,,1993,1993,,EUR,Europe,,FRA,1993,1993,France,,,,,44546,44546.00000,,,,,"Includes Practising physiotherapists. Data source: WHO/Europe, Hlth-Res-DB, November 2019"
HWF_0021,Physiotherapists (number),http://apps.who.int/gho/data/node.wrapper.imr?x-id=5334,PUBLISHED,Published,,1994,1994,,EUR,Europe,,FRA,1994,1994,France,,,,,46371,46371.00000,,,,,"Includes Practising physiotherapists. Data source: WHO/Europe, Hlth-Res-DB, November 2019"
HWF_0021,Physiotherapists (number),http://apps.who.int/gho/data/node.wrapper.imr?x-id=5334,PUBLISHED,Published,,1995,1995,,EUR,Europe,,FRA,1995,1995,France,,,,,49466,49466.00000,,,,,"Includes Practising physiotherapists. Data source: WHO/Europe, Hlth-Res-DB, November 2019"
HWF_0021,Physiotherapists (number),http://apps.who.int/gho/data/node.wrapper.imr?x-id=5334,PUBLISHED,Published,,1996,1996,,EUR,Europe,,FRA,1996,1996,France,,,,,50167,50167.00000,,,,,"Includes Practising physiotherapists. Data source: WHO/Europe, Hlth-Res-DB, November 2019"
HWF_0021,Physiotherapists (number),http://apps.who.int/gho/data/node.wrapper.imr?x-id=5334,PUBLISHED,Published,,1997,1997,,EUR,Europe,,FRA,1997,1997,France,,,,,50120,50120.00000,,,,,"Includes Practising physiotherapists. Data source: WHO/Europe, Hlth-Res-DB, November 2019"
HWF_0021,Physiotherapists (number),http://apps.who.int/gho/data/node.wrapper.imr?x-id=5334,PUBLISHED,Published,,1998,1998,,EUR,Europe,,FRA,1998,1998,France,,,,,51313,51313.00000,,,,,"Includes Practising physiotherapists. Data source: WHO/Europe, Hlth-Res-DB, November 2019"
HWF_0021,Physiotherapists (number),http://apps.who.int/gho/data/node.wrapper.imr?x-id=5334,PUBLISHED,Published,,1999,1999,,EUR,Europe,,FRA,1999,1999,France,,,,,52959,52959.00000,,,,,"Includes Practising physiotherapists. Data source: WHO/Europe, Hlth-Res-DB, November 2019"
HWF_0021,Physiotherapists (number),http://apps.who.int/gho/data/node.wrapper.imr?x-id=5334,PUBLISHED,Published,,2000,2000,,EUR,Europe,,FRA,2000,2000,France,,,,,54969,54969.00000,,,,,"Includes Practising physiotherapists. Data source: WHO/Europe, Hlth-Res-DB, November 2019"
HWF_0021,Physiotherapists (number),http://apps.who.int/gho/data/node.wrapper.imr?x-id=5334,PUBLISHED,Published,,2001,2001,,EUR,Europe,,FRA,2001,2001,France,,,,,56440,56440.00000,,,,,"Includes Practising physiotherapists. Data source: WHO/Europe, Hlth-Res-DB, November 2019"
HWF_0021,Physiotherapists (number),http://apps.who.int/gho/data/node.wrapper.imr?x-id=5334,PUBLISHED,Published,,2002,2002,,EUR,Europe,,FRA,2002,2002,France,,,,,58109,58109.00000,,,,,"Includes Practising physiotherapists. Data source: WHO/Europe, Hlth-Res-DB, November 2019"
HWF_0021,Physiotherapists (number),http://apps.who.int/gho/data/node.wrapper.imr?x-id=5334,PUBLISHED,Published,,2003,2003,,EUR,Europe,,FRA,2003,2003,France,,,,,59895,59895.00000,,,,,"Includes Practising physiotherapists. Data source: WHO/Europe, Hlth-Res-DB, November 2019"
HWF_0021,Physiotherapists (number),http://apps.who.int/gho/data/node.wrapper.imr?x-id=5334,PUBLISHED,Published,,2004,2004,,EUR,Europe,,FRA,2004,2004,France,,,,,61705,61705.00000,,,,,"Includes Practising physiotherapists. Data source: WHO/Europe, Hlth-Res-DB, November 2019"
HWF_0021,Physiotherapists (number),http://apps.who.int/gho/data/node.wrapper.imr?x-id=5334,PUBLISHED,Published,,2005,2005,,EUR,Europe,,FRA,2005,2005,France,,,,,63431,63431.00000,,,,,"Includes Practising physiotherapists. Data source: WHO/Europe, Hlth-Res-DB, November 2019"
HWF_0021,Physiotherapists (number),http://apps.who.int/gho/data/node.wrapper.imr?x-id=5334,PUBLISHED,Published,,2006,2006,,EUR,Europe,,FRA,2006,2006,France,,,,,64098,64098.00000,,,,,"Includes Practising physiotherapists. Data source: WHO/Europe, Hlth-Res-DB, November 2019"
HWF_0021,Physiotherapists (number),http://apps.who.int/gho/data/node.wrapper.imr?x-id=5334,PUBLISHED,Published,,2007,2007,,EUR,Europe,,FRA,2007,2007,France,,,,,65931,65931.00000,,,,,"Includes Practising physiotherapists. Data source: WHO/Europe, Hlth-Res-DB, November 2019"
HWF_0021,Physiotherapists (number),http://apps.who.int/gho/data/node.wrapper.imr?x-id=5334,PUBLISHED,Published,,2008,2008,,EUR,Europe,,FRA,2008,2008,France,,,,,68751,68751.00000,,,,,"Includes Practising physiotherapists. Data source: WHO/Europe, Hlth-Res-DB, November 2019"
HWF_0021,Physiotherapists (number),http://apps.who.int/gho/data/node.wrapper.imr?x-id=5334,PUBLISHED,Published,,2009,2009,,EUR,Europe,,FRA,2009,2009,France,,,,,70845,70845.00000,,,,,"Includes Practising physiotherapists. Data source: WHO/Europe, Hlth-Res-DB, November 2019"
HWF_0021,Physiotherapists (number),http://apps.who.int/gho/data/node.wrapper.imr?x-id=5334,PUBLISHED,Published,,2010,2010,,EUR,Europe,,FRA,2010,2010,France,,,,,72850,72850.00000,,,,,"Includes Practising physiotherapists. Data source: WHO/Europe, Hlth-Res-DB, November 2019"
HWF_0021,Physiotherapists (number),http://apps.who.int/gho/data/node.wrapper.imr?x-id=5334,PUBLISHED,Published,,2011,2011,,EUR,Europe,,FRA,2011,2011,France,,,,,75164,75164.00000,,,,,"Includes Practising physiotherapists. Data source: WHO/Europe, Hlth-Res-DB, November 2019"
HWF_0021,Physiotherapists (number),http://apps.who.int/gho/data/node.wrapper.imr?x-id=5334,PUBLISHED,Published,,2012,2012,,EUR,Europe,,FRA,2012,2012,France,,,,,77778,77778.00000,,,,,"Includes Practising physiotherapists. Data source: WHO/Europe, Hlth-Res-DB, November 2019"
HWF_0021,Physiotherapists (number),http://apps.who.int/gho/data/node.wrapper.imr?x-id=5334,PUBLISHED,Published,,2013,2013,,EUR,Europe,,FRA,2013,2013,France,,,,,80759,80759.00000,,,,,"Includes Practising physiotherapists. Data source: WHO/Europe, Hlth-Res-DB, November 2019"
HWF_0021,Physiotherapists (number),http://apps.who.int/gho/data/node.wrapper.imr?x-id=5334,PUBLISHED,Published,,2014,2014,,EUR,Europe,,FRA,2014,2014,France,,,,,83619,83619.00000,,,,,"Includes Practising physiotherapists. Data source: WHO/Europe, Hlth-Res-DB, November 2019"
HWF_0021,Physiotherapists (number),http://apps.who.int/gho/data/node.wrapper.imr?x-id=5334,PUBLISHED,Published,,2015,2015,,EUR,Europe,,FRA,2015,2015,France,,,,,86459,86459.00000,,,,,"Includes Practising physiotherapists. Data source: WHO/Europe, Hlth-Res-DB, November 2019"
HWF_0021,Physiotherapists (number),http://apps.who.int/gho/data/node.wrapper.imr?x-id=5334,PUBLISHED,Published,,2016,2016,,EUR,Europe,,FRA,2016,2016,France,,,,,87991,87991.00000,,,,,"Includes Practising physiotherapists. Data source: OECD Health Data, accessed November 2019"
HWF_0022,Physiotherapy Technicians and Assistants (number),http://apps.who.int/gho/data/node.wrapper.imr?x-id=5335,PUBLISHED,Published,,2014,2014,,EUR,Europe,,FRA,2014,2014,France,,,,,17442,17442.00000,,,,,"Includes Masseurs r̩̩ducateurs, salari̩s.  Data Source: Health workforce from census data. Minnesota Population Center. Integrated Public Use Microdata Series, International: Version 7.1. Minneapolis, MN: IPUMS, 2018. https://doi.org/10.18128/D020.V7.1"
HWF_0023,Traditional and Complementary Medicine Professionals  (number),http://apps.who.int/gho/data/node.wrapper.imr?x-id=5336,PUBLISHED,Published,,2016,2016,,EUR,Europe,,FRA,2016,2016,France,,,,,5430,5430.00000,,,,,"Estimated health workforce from Labour Force Survey, ILO 2018"
HWF_0026,Nursing personnel (%),http://apps.who.int/gho/data/node.wrapper.imr?x-id=5553,PUBLISHED,Published,,2006,2006,,EUR,Europe,,FRA,2006,2006,France,,FMLE,Female,,86.081,86.08100,,,,,
HWF_0026,Nursing personnel (%),http://apps.who.int/gho/data/node.wrapper.imr?x-id=5553,PUBLISHED,Published,,2006,2006,,EUR,Europe,,FRA,2006,2006,France,,MLE,Male,,13.919,13.91900,,,,,
HWF_0026,Nursing personnel (%),http://apps.who.int/gho/data/node.wrapper.imr?x-id=5553,PUBLISHED,Published,,2011,2011,,EUR,Europe,,FRA,2011,2011,France,,FMLE,Female,,87.094,87.09400,,,,,
HWF_0026,Nursing personnel (%),http://apps.who.int/gho/data/node.wrapper.imr?x-id=5553,PUBLISHED,Published,,2011,2011,,EUR,Europe,,FRA,2011,2011,France,,MLE,Male,,12.906,12.90600,,,,,
HWF_0026,Nursing personnel (%),http://apps.who.int/gho/data/node.wrapper.imr?x-id=5553,PUBLISHED,Published,,2014,2014,,EUR,Europe,,FRA,2014,2014,France,,FMLE,Female,,86.609,86.60900,,,,,
HWF_0026,Nursing personnel (%),http://apps.who.int/gho/data/node.wrapper.imr?x-id=5553,PUBLISHED,Published,,2014,2014,,EUR,Europe,,FRA,2014,2014,France,,MLE,Male,,13.391,13.39100,,,,,
HWF_0026,Nursing personnel (%),http://apps.who.int/gho/data/node.wrapper.imr?x-id=5553,PUBLISHED,Published,,2016,2016,,EUR,Europe,,FRA,2016,2016,France,,FMLE,Female,,87.551,87.55100,,,,,
HWF_0026,Nursing personnel (%),http://apps.who.int/gho/data/node.wrapper.imr?x-id=5553,PUBLISHED,Published,,2016,2016,,EUR,Europe,,FRA,2016,2016,France,,MLE,Male,,12.449,12.44900,,,,,
HWF_0025,Medical doctors (%),http://apps.who.int/gho/data/node.wrapper.imr?x-id=5553,PUBLISHED,Published,,2011,2011,,EUR,Europe,,FRA,2011,2011,France,,FMLE,Female,,40.052,40.05200,,,,,
HWF_0025,Medical doctors (%),http://apps.who.int/gho/data/node.wrapper.imr?x-id=5553,PUBLISHED,Published,,2015,2015,,EUR,Europe,,FRA,2015,2015,France,,FMLE,Female,,42.71,42.71000,,,,,
HWF_0025,Medical doctors (%),http://apps.who.int/gho/data/node.wrapper.imr?x-id=5553,PUBLISHED,Published,,2017,2017,,EUR,Europe,,FRA,2017,2017,France,,FMLE,Female,,44.476,44.47600,,,,,
HWF_0025,Medical doctors (%),http://apps.who.int/gho/data/node.wrapper.imr?x-id=5553,PUBLISHED,Published,,2016,2016,,EUR,Europe,,FRA,2016,2016,France,,FMLE,Female,,43.544,43.54400,,,,,
HWF_0025,Medical doctors (%),http://apps.who.int/gho/data/node.wrapper.imr?x-id=5553,PUBLISHED,Published,,2014,2014,,EUR,Europe,,FRA,2014,2014,France,,FMLE,Female,,44.8,44.80000,,,,,
HWF_0025,Medical doctors (%),http://apps.who.int/gho/data/node.wrapper.imr?x-id=5553,PUBLISHED,Published,,2001,2001,,EUR,Europe,,FRA,2001,2001,France,,FMLE,Female,,36.854,36.85400,,,,,
HWF_0025,Medical doctors (%),http://apps.who.int/gho/data/node.wrapper.imr?x-id=5553,PUBLISHED,Published,,2013,2013,,EUR,Europe,,FRA,2013,2013,France,,FMLE,Female,,40.972,40.97200,,,,,
HWF_0025,Medical doctors (%),http://apps.who.int/gho/data/node.wrapper.imr?x-id=5553,PUBLISHED,Published,,2012,2012,,EUR,Europe,,FRA,2012,2012,France,,FMLE,Female,,40.174,40.17400,,,,,
HWF_0025,Medical doctors (%),http://apps.who.int/gho/data/node.wrapper.imr?x-id=5553,PUBLISHED,Published,,2010,2010,,EUR,Europe,,FRA,2010,2010,France,,FMLE,Female,,40.818,40.81800,,,,,
HWF_0025,Medical doctors (%),http://apps.who.int/gho/data/node.wrapper.imr?x-id=5553,PUBLISHED,Published,,2009,2009,,EUR,Europe,,FRA,2009,2009,France,,FMLE,Female,,40.286,40.28600,,,,,
HWF_0025,Medical doctors (%),http://apps.who.int/gho/data/node.wrapper.imr?x-id=5553,PUBLISHED,Published,,2007,2007,,EUR,Europe,,FRA,2007,2007,France,,FMLE,Female,,39.267,39.26700,,,,,
HWF_0025,Medical doctors (%),http://apps.who.int/gho/data/node.wrapper.imr?x-id=5553,PUBLISHED,Published,,2006,2006,,EUR,Europe,,FRA,2006,2006,France,,FMLE,Female,,42.393,42.39300,,,,,
HWF_0025,Medical doctors (%),http://apps.who.int/gho/data/node.wrapper.imr?x-id=5553,PUBLISHED,Published,,2005,2005,,EUR,Europe,,FRA,2005,2005,France,,FMLE,Female,,38.447,38.44700,,,,,
HWF_0025,Medical doctors (%),http://apps.who.int/gho/data/node.wrapper.imr?x-id=5553,PUBLISHED,Published,,2004,2004,,EUR,Europe,,FRA,2004,2004,France,,FMLE,Female,,38.076,38.07600,,,,,
HWF_0025,Medical doctors (%),http://apps.who.int/gho/data/node.wrapper.imr?x-id=5553,PUBLISHED,Published,,2000,2000,,EUR,Europe,,FRA,2000,2000,France,,FMLE,Female,,36.499,36.49900,,,,,
HWF_0025,Medical doctors (%),http://apps.who.int/gho/data/node.wrapper.imr?x-id=5553,PUBLISHED,Published,,1997,1997,,EUR,Europe,,FRA,1997,1997,France,,FMLE,Female,,35.685,35.68500,,,,,
HWF_0025,Medical doctors (%),http://apps.who.int/gho/data/node.wrapper.imr?x-id=5553,PUBLISHED,Published,,1999,1999,,EUR,Europe,,FRA,1999,1999,France,,FMLE,Female,,35.979,35.97900,,,,,
HWF_0025,Medical doctors (%),http://apps.who.int/gho/data/node.wrapper.imr?x-id=5553,PUBLISHED,Published,,2002,2002,,EUR,Europe,,FRA,2002,2002,France,,FMLE,Female,,37.206,37.20600,,,,,
HWF_0025,Medical doctors (%),http://apps.who.int/gho/data/node.wrapper.imr?x-id=5553,PUBLISHED,Published,,2008,2008,,EUR,Europe,,FRA,2008,2008,France,,FMLE,Female,,39.735,39.73500,,,,,
HWF_0025,Medical doctors (%),http://apps.who.int/gho/data/node.wrapper.imr?x-id=5553,PUBLISHED,Published,,2003,2003,,EUR,Europe,,FRA,2003,2003,France,,FMLE,Female,,37.693,37.69300,,,,,
HWF_0025,Medical doctors (%),http://apps.who.int/gho/data/node.wrapper.imr?x-id=5553,PUBLISHED,Published,,1998,1998,,EUR,Europe,,FRA,1998,1998,France,,FMLE,Female,,35.882,35.88200,,,,,
HWF_0025,Medical doctors (%),http://apps.who.int/gho/data/node.wrapper.imr?x-id=5553,PUBLISHED,Published,,1990,1990,,EUR,Europe,,FRA,1990,1990,France,,FMLE,Female,,30.326,30.32600,,,,,
HWF_0025,Medical doctors (%),http://apps.who.int/gho/data/node.wrapper.imr?x-id=5553,PUBLISHED,Published,,1992,1992,,EUR,Europe,,FRA,1992,1992,France,,FMLE,Female,,31.808,31.80800,,,,,
HWF_0025,Medical doctors (%),http://apps.who.int/gho/data/node.wrapper.imr?x-id=5553,PUBLISHED,Published,,1993,1993,,EUR,Europe,,FRA,1993,1993,France,,FMLE,Female,,32.5,32.50000,,,,,
HWF_0025,Medical doctors (%),http://apps.who.int/gho/data/node.wrapper.imr?x-id=5553,PUBLISHED,Published,,1994,1994,,EUR,Europe,,FRA,1994,1994,France,,FMLE,Female,,33.83,33.83000,,,,,
HWF_0025,Medical doctors (%),http://apps.who.int/gho/data/node.wrapper.imr?x-id=5553,PUBLISHED,Published,,1995,1995,,EUR,Europe,,FRA,1995,1995,France,,FMLE,Female,,34.478,34.47800,,,,,
HWF_0025,Medical doctors (%),http://apps.who.int/gho/data/node.wrapper.imr?x-id=5553,PUBLISHED,Published,,1991,1991,,EUR,Europe,,FRA,1991,1991,France,,FMLE,Female,,31.09,31.09000,,,,,
HWF_0025,Medical doctors (%),http://apps.who.int/gho/data/node.wrapper.imr?x-id=5553,PUBLISHED,Published,,1996,1996,,EUR,Europe,,FRA,1996,1996,France,,FMLE,Female,,35.176,35.17600,,,,,
HWF_0025,Medical doctors (%),http://apps.who.int/gho/data/node.wrapper.imr?x-id=5553,PUBLISHED,Published,,2018,2018,,EUR,Europe,,FRA,2018,2018,France,,FMLE,Female,,45.322,45.32200,,,,,
