GHO (CODE),GHO (DISPLAY),GHO (URL),DATASOURCE (CODE),DATASOURCE (DISPLAY),DATASOURCE (URL),PUBLISHSTATE (CODE),PUBLISHSTATE (DISPLAY),PUBLISHSTATE (URL),YEAR (CODE),YEAR (DISPLAY),YEAR (URL),REGION (CODE),STARTYEAR,ENDYEAR,REGION (DISPLAY),REGION (URL),WORLDBANKINCOMEGROUP (CODE),WORLDBANKINCOMEGROUP (DISPLAY),WORLDBANKINCOMEGROUP (URL),COUNTRY (CODE),COUNTRY (DISPLAY),COUNTRY (URL),Display Value,Numeric,Low,High,StdErr,StdDev,Comments
WHS7_149,General government expenditure on health as a percentage of total expenditure on health,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/92,NHA_FRA,France note,,PUBLISHED,Published,,1996,1996,,EUR,1996,1996,Europe,,WB_HI,High-income,,FRA,France,,79.56,79.56295,,,,,
WHS7_149,General government expenditure on health as a percentage of total expenditure on health,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/92,NHA_FRA,France note,,PUBLISHED,Published,,1997,1997,,EUR,1997,1997,Europe,,WB_HI,High-income,,FRA,France,,79.64,79.64359,,,,,
WHS7_149,General government expenditure on health as a percentage of total expenditure on health,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/92,NHA_FRA,France note,,PUBLISHED,Published,,1998,1998,,EUR,1998,1998,Europe,,WB_HI,High-income,,FRA,France,,79.52,79.51801,,,,,
WHS7_149,General government expenditure on health as a percentage of total expenditure on health,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/92,NHA_FRA,France note,,PUBLISHED,Published,,1999,1999,,EUR,1999,1999,Europe,,WB_HI,High-income,,FRA,France,,79.45,79.44942,,,,,
WHS7_149,General government expenditure on health as a percentage of total expenditure on health,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/92,NHA_FRA,France note,,PUBLISHED,Published,,2000,2000,,EUR,2000,2000,Europe,,WB_HI,High-income,,FRA,France,,79.38,79.38474,,,,,
WHS7_149,General government expenditure on health as a percentage of total expenditure on health,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/92,NHA_FRA,France note,,PUBLISHED,Published,,2001,2001,,EUR,2001,2001,Europe,,WB_HI,High-income,,FRA,France,,79.38,79.38448,,,,,
WHS7_149,General government expenditure on health as a percentage of total expenditure on health,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/92,NHA_FRA,France note,,PUBLISHED,Published,,2002,2002,,EUR,2002,2002,Europe,,WB_HI,High-income,,FRA,France,,79.66,79.66153,,,,,
WHS7_149,General government expenditure on health as a percentage of total expenditure on health,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/92,NHA_FRA,France note,,PUBLISHED,Published,,2003,2003,,EUR,2003,2003,Europe,,WB_HI,High-income,,FRA,France,,77.94,77.93986,,,,,
WHS7_149,General government expenditure on health as a percentage of total expenditure on health,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/92,NHA_FRA,France note,,PUBLISHED,Published,,2004,2004,,EUR,2004,2004,Europe,,WB_HI,High-income,,FRA,France,,77.90,77.89864,,,,,
WHS7_149,General government expenditure on health as a percentage of total expenditure on health,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/92,NHA_FRA,France note,,PUBLISHED,Published,,2005,2005,,EUR,2005,2005,Europe,,WB_HI,High-income,,FRA,France,,77.99,77.98515,,,,,
WHS7_149,General government expenditure on health as a percentage of total expenditure on health,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/92,NHA_FRA,France note,,PUBLISHED,Published,,2006,2006,,EUR,2006,2006,Europe,,WB_HI,High-income,,FRA,France,,77.62,77.62382,,,,,
WHS7_149,General government expenditure on health as a percentage of total expenditure on health,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/92,NHA_FRA,France note,,PUBLISHED,Published,,2007,2007,,EUR,2007,2007,Europe,,WB_HI,High-income,,FRA,France,,77.69,77.69449,,,,,
WHS7_149,General government expenditure on health as a percentage of total expenditure on health,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/92,NHA_FRA,France note,,PUBLISHED,Published,,2008,2008,,EUR,2008,2008,Europe,,WB_HI,High-income,,FRA,France,,77.29,77.28891,,,,,
WHS7_149,General government expenditure on health as a percentage of total expenditure on health,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/92,NHA_FRA,France note,,PUBLISHED,Published,,2009,2009,,EUR,2009,2009,Europe,,WB_HI,High-income,,FRA,France,,77.54,77.53602,,,,,
WHS7_149,General government expenditure on health as a percentage of total expenditure on health,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/92,NHA_FRA,France note,,PUBLISHED,Published,,2010,2010,,EUR,2010,2010,Europe,,WB_HI,High-income,,FRA,France,,77.51,77.51125,,,,,
WHS7_149,General government expenditure on health as a percentage of total expenditure on health,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/92,NHA_FRA,France note,,PUBLISHED,Published,,2011,2011,,EUR,2011,2011,Europe,,WB_HI,High-income,,FRA,France,,77.03,77.02885,,,,,
WHS7_149,General government expenditure on health as a percentage of total expenditure on health,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/92,NHA_FRA,France note,,PUBLISHED,Published,,2012,2012,,EUR,2012,2012,Europe,,WB_HI,High-income,,FRA,France,,77.16,77.15762,,,,,
WHS7_149,General government expenditure on health as a percentage of total expenditure on health,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/92,NHA_FRA,France note,,PUBLISHED,Published,,2013,2013,,EUR,2013,2013,Europe,,WB_HI,High-income,,FRA,France,,77.08,77.08024,,,,,
WHS7_149,General government expenditure on health as a percentage of total expenditure on health,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/92,NHA_FRA,France note,,PUBLISHED,Published,,2014,2014,,EUR,2014,2014,Europe,,WB_HI,High-income,,FRA,France,,78.21,78.20529,,,,,
WHS7_156,Per capita total expenditure on health at average exchange rate (US$),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/111,NHA_FRA,France note,,PUBLISHED,Published,,1995,1995,,EUR,1995,1995,Europe,,WB_HI,High-income,,FRA,France,,2744.52,2744.52267,,,,,
WHS7_156,Per capita total expenditure on health at average exchange rate (US$),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/111,NHA_FRA,France note,,PUBLISHED,Published,,1996,1996,,EUR,1996,1996,Europe,,WB_HI,High-income,,FRA,France,,2741.66,2741.65886,,,,,
WHS7_156,Per capita total expenditure on health at average exchange rate (US$),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/111,NHA_FRA,France note,,PUBLISHED,Published,,1997,1997,,EUR,1997,1997,Europe,,WB_HI,High-income,,FRA,France,,2439.59,2439.58829,,,,,
WHS7_156,Per capita total expenditure on health at average exchange rate (US$),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/111,NHA_FRA,France note,,PUBLISHED,Published,,1998,1998,,EUR,1998,1998,Europe,,WB_HI,High-income,,FRA,France,,2486.68,2486.67542,,,,,
WHS7_156,Per capita total expenditure on health at average exchange rate (US$),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/111,NHA_FRA,France note,,PUBLISHED,Published,,1999,1999,,EUR,1999,1999,Europe,,WB_HI,High-income,,FRA,France,,2458.13,2458.13373,,,,,
WHS7_156,Per capita total expenditure on health at average exchange rate (US$),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/111,NHA_FRA,France note,,PUBLISHED,Published,,2000,2000,,EUR,2000,2000,Europe,,WB_HI,High-income,,FRA,France,,2209.24,2209.24373,,,,,
WHS7_156,Per capita total expenditure on health at average exchange rate (US$),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/111,NHA_FRA,France note,,PUBLISHED,Published,,2001,2001,,EUR,2001,2001,Europe,,WB_HI,High-income,,FRA,France,,2241.06,2241.05624,,,,,
WHS7_156,Per capita total expenditure on health at average exchange rate (US$),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/111,NHA_FRA,France note,,PUBLISHED,Published,,2002,2002,,EUR,2002,2002,Europe,,WB_HI,High-income,,FRA,France,,2496.52,2496.52208,,,,,
WHS7_156,Per capita total expenditure on health at average exchange rate (US$),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/111,NHA_FRA,France note,,PUBLISHED,Published,,2003,2003,,EUR,2003,2003,Europe,,WB_HI,High-income,,FRA,France,,3115.24,3115.23632,,,,,
WHS7_156,Per capita total expenditure on health at average exchange rate (US$),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/111,NHA_FRA,France note,,PUBLISHED,Published,,2004,2004,,EUR,2004,2004,Europe,,WB_HI,High-income,,FRA,France,,3592.42,3592.42180,,,,,
WHS7_156,Per capita total expenditure on health at average exchange rate (US$),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/111,NHA_FRA,France note,,PUBLISHED,Published,,2005,2005,,EUR,2005,2005,Europe,,WB_HI,High-income,,FRA,France,,3721.11,3721.11161,,,,,
WHS7_156,Per capita total expenditure on health at average exchange rate (US$),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/111,NHA_FRA,France note,,PUBLISHED,Published,,2006,2006,,EUR,2006,2006,Europe,,WB_HI,High-income,,FRA,France,,3871.53,3871.53095,,,,,
WHS7_156,Per capita total expenditure on health at average exchange rate (US$),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/111,NHA_FRA,France note,,PUBLISHED,Published,,2007,2007,,EUR,2007,2007,Europe,,WB_HI,High-income,,FRA,France,,4371.97,4371.96682,,,,,
WHS7_156,Per capita total expenditure on health at average exchange rate (US$),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/111,NHA_FRA,France note,,PUBLISHED,Published,,2008,2008,,EUR,2008,2008,Europe,,WB_HI,High-income,,FRA,France,,4827.88,4827.87567,,,,,
WHS7_156,Per capita total expenditure on health at average exchange rate (US$),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/111,NHA_FRA,France note,,PUBLISHED,Published,,2009,2009,,EUR,2009,2009,Europe,,WB_HI,High-income,,FRA,France,,4722.01,4722.01383,,,,,
WHS7_156,Per capita total expenditure on health at average exchange rate (US$),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/111,NHA_FRA,France note,,PUBLISHED,Published,,2010,2010,,EUR,2010,2010,Europe,,WB_HI,High-income,,FRA,France,,4583.69,4583.68861,,,,,
WHS7_156,Per capita total expenditure on health at average exchange rate (US$),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/111,NHA_FRA,France note,,PUBLISHED,Published,,2011,2011,,EUR,2011,2011,Europe,,WB_HI,High-income,,FRA,France,,4993.72,4993.71731,,,,,
WHS7_156,Per capita total expenditure on health at average exchange rate (US$),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/111,NHA_FRA,France note,,PUBLISHED,Published,,2012,2012,,EUR,2012,2012,Europe,,WB_HI,High-income,,FRA,France,,4698.92,4698.92063,,,,,
WHS7_156,Per capita total expenditure on health at average exchange rate (US$),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/111,NHA_FRA,France note,,PUBLISHED,Published,,2013,2013,,EUR,2013,2013,Europe,,WB_HI,High-income,,FRA,France,,4955.35,4955.35152,,,,,
WHS7_156,Per capita total expenditure on health at average exchange rate (US$),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/111,NHA_FRA,France note,,PUBLISHED,Published,,2014,2014,,EUR,2014,2014,Europe,,WB_HI,High-income,,FRA,France,,4958.99,4958.98923,,,,,
WHS7_150,Out-of-pocket expenditure as a percentage of total expenditure on health,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4445,NHA_FRA,France note,,PUBLISHED,Published,,2001,2001,,EUR,2001,2001,Europe,,WB_HI,High-income,,FRA,France,,7.17,7.17127,,,,,
WHS7_150,Out-of-pocket expenditure as a percentage of total expenditure on health,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4445,NHA_FRA,France note,,PUBLISHED,Published,,2009,2009,,EUR,2009,2009,Europe,,WB_HI,High-income,,FRA,France,,7.50,7.49924,,,,,
WHS7_150,Out-of-pocket expenditure as a percentage of total expenditure on health,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4445,NHA_FRA,France note,,PUBLISHED,Published,,2000,2000,,EUR,2000,2000,Europe,,WB_HI,High-income,,FRA,France,,7.10,7.09980,,,,,
WHS7_150,Out-of-pocket expenditure as a percentage of total expenditure on health,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4445,NHA_FRA,France note,,PUBLISHED,Published,,2007,2007,,EUR,2007,2007,Europe,,WB_HI,High-income,,FRA,France,,7.33,7.32917,,,,,
WHS7_150,Out-of-pocket expenditure as a percentage of total expenditure on health,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4445,NHA_FRA,France note,,PUBLISHED,Published,,2014,2014,,EUR,2014,2014,Europe,,WB_HI,High-income,,FRA,France,,6.34,6.33741,,,,,
WHS7_150,Out-of-pocket expenditure as a percentage of total expenditure on health,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4445,NHA_FRA,France note,,PUBLISHED,Published,,1995,1995,,EUR,1995,1995,Europe,,WB_HI,High-income,,FRA,France,,7.60,7.60354,,,,,
WHS7_150,Out-of-pocket expenditure as a percentage of total expenditure on health,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4445,NHA_FRA,France note,,PUBLISHED,Published,,1996,1996,,EUR,1996,1996,Europe,,WB_HI,High-income,,FRA,France,,7.32,7.32265,,,,,
WHS7_150,Out-of-pocket expenditure as a percentage of total expenditure on health,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4445,NHA_FRA,France note,,PUBLISHED,Published,,2010,2010,,EUR,2010,2010,Europe,,WB_HI,High-income,,FRA,France,,7.45,7.45241,,,,,
WHS7_150,Out-of-pocket expenditure as a percentage of total expenditure on health,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4445,NHA_FRA,France note,,PUBLISHED,Published,,2011,2011,,EUR,2011,2011,Europe,,WB_HI,High-income,,FRA,France,,6.69,6.69237,,,,,
WHS7_150,Out-of-pocket expenditure as a percentage of total expenditure on health,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4445,NHA_FRA,France note,,PUBLISHED,Published,,2012,2012,,EUR,2012,2012,Europe,,WB_HI,High-income,,FRA,France,,6.51,6.50667,,,,,
WHS7_150,Out-of-pocket expenditure as a percentage of total expenditure on health,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4445,NHA_FRA,France note,,PUBLISHED,Published,,1999,1999,,EUR,1999,1999,Europe,,WB_HI,High-income,,FRA,France,,7.16,7.16359,,,,,
WHS7_150,Out-of-pocket expenditure as a percentage of total expenditure on health,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4445,NHA_FRA,France note,,PUBLISHED,Published,,2013,2013,,EUR,2013,2013,Europe,,WB_HI,High-income,,FRA,France,,6.35,6.34791,,,,,
WHS7_150,Out-of-pocket expenditure as a percentage of total expenditure on health,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4445,NHA_FRA,France note,,PUBLISHED,Published,,1997,1997,,EUR,1997,1997,Europe,,WB_HI,High-income,,FRA,France,,7.19,7.19134,,,,,
WHS7_150,Out-of-pocket expenditure as a percentage of total expenditure on health,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4445,NHA_FRA,France note,,PUBLISHED,Published,,1998,1998,,EUR,1998,1998,Europe,,WB_HI,High-income,,FRA,France,,7.12,7.11504,,,,,
WHS7_150,Out-of-pocket expenditure as a percentage of total expenditure on health,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4445,NHA_FRA,France note,,PUBLISHED,Published,,2005,2005,,EUR,2005,2005,Europe,,WB_HI,High-income,,FRA,France,,7.08,7.07693,,,,,
WHS7_150,Out-of-pocket expenditure as a percentage of total expenditure on health,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4445,NHA_FRA,France note,,PUBLISHED,Published,,2006,2006,,EUR,2006,2006,Europe,,WB_HI,High-income,,FRA,France,,7.42,7.41896,,,,,
WHS7_150,Out-of-pocket expenditure as a percentage of total expenditure on health,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4445,NHA_FRA,France note,,PUBLISHED,Published,,2008,2008,,EUR,2008,2008,Europe,,WB_HI,High-income,,FRA,France,,7.62,7.62026,,,,,
WHS7_150,Out-of-pocket expenditure as a percentage of total expenditure on health,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4445,NHA_FRA,France note,,PUBLISHED,Published,,2002,2002,,EUR,2002,2002,Europe,,WB_HI,High-income,,FRA,France,,6.97,6.97137,,,,,
WHS7_150,Out-of-pocket expenditure as a percentage of total expenditure on health,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4445,NHA_FRA,France note,,PUBLISHED,Published,,2003,2003,,EUR,2003,2003,Europe,,WB_HI,High-income,,FRA,France,,7.10,7.10273,,,,,
WHS7_150,Out-of-pocket expenditure as a percentage of total expenditure on health,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4445,NHA_FRA,France note,,PUBLISHED,Published,,2004,2004,,EUR,2004,2004,Europe,,WB_HI,High-income,,FRA,France,,6.96,6.96388,,,,,
