GHO (CODE),GHO (DISPLAY),GHO (URL),DATASOURCE (CODE),DATASOURCE (DISPLAY),DATASOURCE (URL),PUBLISHSTATE (CODE),PUBLISHSTATE (DISPLAY),PUBLISHSTATE (URL),YEAR (CODE),YEAR (DISPLAY),YEAR (URL),REGION (CODE),STARTYEAR,ENDYEAR,REGION (DISPLAY),REGION (URL),WORLDBANKINCOMEGROUP (CODE),WORLDBANKINCOMEGROUP (DISPLAY),WORLDBANKINCOMEGROUP (URL),COUNTRY (CODE),COUNTRY (DISPLAY),COUNTRY (URL),AGEGROUP (CODE),AGEGROUP (DISPLAY),AGEGROUP (URL),SEX (CODE),SEX (DISPLAY),SEX (URL),RESIDENCEAREATYPE (CODE),RESIDENCEAREATYPE (DISPLAY),RESIDENCEAREATYPE (URL),GHECAUSES (CODE),GHECAUSES (DISPLAY),GHECAUSES (URL),PLACE (CODE),PLACE (DISPLAY),PLACE (URL),INADEQUACY (CODE),INADEQUACY (DISPLAY),INADEQUACY (URL),SUNBED_ACCESS (CODE),SUNBED_ACCESS (DISPLAY),SUNBED_ACCESS (URL),SUNBED_CONTROL (CODE),SUNBED_CONTROL (DISPLAY),SUNBED_CONTROL (URL),SUNBED_INFO (CODE),SUNBED_INFO (DISPLAY),SUNBED_INFO (URL),SUNBED_TRAINING (CODE),SUNBED_TRAINING (DISPLAY),SUNBED_TRAINING (URL),SUNBED_SAFETY (CODE),SUNBED_SAFETY (DISPLAY),SUNBED_SAFETY (URL),ENVCAUSE (CODE),ENVCAUSE (DISPLAY),ENVCAUSE (URL),Display Value,Numeric,Low,High,StdErr,StdDev,Comments
WSH_SANITATION_OD,Population practising open defecation (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4823,,,,PUBLISHED,Published,,2014,2014,,EUR,2014,2014,Europe,,,,,FRA,France,,,,,,,,URB,Urban,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.00000,,,,,
AIR_3_1,Percent of urban inhabitants living in cities covered by PM measurements,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2259,,,,PUBLISHED,Published,,2008,2008,,EUR,2008,2008,Europe,,,,,FRA,France,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,38.00000,,,,,
TOTENV_3,Disability-adjusted life years (DALYs) attributable to the environment,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4654,,,,PUBLISHED,Published,,2012,2012,,EUR,2012,2012,Europe,,,,,FRA,France,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENVCAUSE060,Noncommunicable diseases,,1 774 803,1774803.00000,,,,,
TOTENV_1,Deaths attributable to the environment,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4653,,,,PUBLISHED,Published,,2012,2012,,EUR,2012,2012,Europe,,,,,FRA,France,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENVCAUSE151,Injuries,,8 800,8800.00000,,,,,
TOTENV_1,Deaths attributable to the environment,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4653,,,,PUBLISHED,Published,,2012,2012,,EUR,2012,2012,Europe,,,,,FRA,France,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENVCAUSE001,"Infectious, parasitic, neonatal and nutritional",,1 115,1115.00000,,,,,
TOTENV_5,Deaths attributable to the environment (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4655,,,,PUBLISHED,Published,,2012,2012,,EUR,2012,2012,Europe,,,,,FRA,France,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENVCAUSE000,Total,,11,0.11000,,,,,
SUNBEDREG_CONTROL,Restriction and inspection of facilities,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4627,,,,PUBLISHED,Published,,2017,2017,,EUR,2017,2017,Europe,,,,,FRA,France,,,,,,,,,,,,,,,,,,,,,,,REGISTRATION,Registration of sunbeds  or premises,,,,,,,,,,,,,,No,,,,,,The UV2 and UV4 devices are restricted for medical use. The sale of UV1 devices is restricted for professional use. The sale of UV3 devices is authorized for professional or private use. The sunbeds must be registered before first use (all new sunbeds and second-hand sunbeds when bought by new owner).
SUNBEDREG_ACCESS,Access restrictions,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4626,,,,PUBLISHED,Published,,2017,2017,,EUR,2017,2017,Europe,,,,,FRA,France,,,,,,,,,,,,,,,,,,,,BANSALE,Ban on hire/sale of sunbeds,,,,,,,,,,,,,,,,,Yes,,,,,,
SUNBEDREG_INFO,Information requirements,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4628,,,,PUBLISHED,Published,,2017,2017,,EUR,2017,2017,Europe,,,,,FRA,France,,,,,,,,,,,,,,,,,,,,,,,,,,CONSENTFORM,Informed consent form,,,,,,,,,,,No,,,,,,
SUNBEDREG_SAFETY,Safety requirements,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4629,,,,PUBLISHED,Published,,2017,2017,,EUR,2017,2017,Europe,,,,,FRA,France,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EXPOSURELIMIT,Limit on UV exposure (output x time),,,,,Yes,,,,,,
SUNBEDREG_SAFETY,Safety requirements,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4629,,,,PUBLISHED,Published,,2017,2017,,EUR,2017,2017,Europe,,,,,FRA,France,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GOGGLES,Protective goggles required,,,,,Yes,,,,,,
AIR_11,Household air pollution attributable deaths,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2256,,,,PUBLISHED,Published,,2016,2016,,EUR,2016,2016,Europe,,,,,FRA,France,,,,,FMLE,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENVCAUSE039,Lower respiratory infections,,0 [0–0],0.00000,0.00000,0.00000,,,
AIR_11,Household air pollution attributable deaths,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2256,,,,PUBLISHED,Published,,2016,2016,,EUR,2016,2016,Europe,,,,,FRA,France,,,,,FMLE,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENVCAUSE068,"Trachea, bronchus, lung cancers",,0 [0–0],0.00000,0.00000,0.00000,,,
AIR_11,Household air pollution attributable deaths,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2256,,,,PUBLISHED,Published,,2016,2016,,EUR,2016,2016,Europe,,,,,FRA,France,,,,,FMLE,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENVCAUSE113,Ischaemic heart disease,,0 [0–0],0.00000,0.00000,0.00000,,,
AIR_11,Household air pollution attributable deaths,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2256,,,,PUBLISHED,Published,,2016,2016,,EUR,2016,2016,Europe,,,,,FRA,France,,,,,FMLE,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENVCAUSE000,Total,,0 [0–0],0.00000,0.00000,0.00000,,,
AIR_51,Household air pollution attributable death rate (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2256,,,,PUBLISHED,Published,,2016,2016,,EUR,2016,2016,Europe,,,,,FRA,France,,,,,FMLE,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENVCAUSE068,"Trachea, bronchus, lung cancers",,0 [0–0],0.00000,0.00000,0.00000,,,
AIR_51,Household air pollution attributable death rate (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2256,,,,PUBLISHED,Published,,2016,2016,,EUR,2016,2016,Europe,,,,,FRA,France,,,,,FMLE,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENVCAUSE000,Total,,0 [0–0],0.00000,0.00000,0.00000,,,
AIR_51,Household air pollution attributable death rate (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2256,,,,PUBLISHED,Published,,2016,2016,,EUR,2016,2016,Europe,,,,,FRA,France,,,,,FMLE,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENVCAUSE118,Chronic obstructive pulmonary disease,,0 [0–0],0.00000,0.00000,0.00000,,,
AIR_51,Household air pollution attributable death rate (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2256,,,,PUBLISHED,Published,,2016,2016,,EUR,2016,2016,Europe,,,,,FRA,France,,,,,MLE,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENVCAUSE068,"Trachea, bronchus, lung cancers",,0 [0–0],0.00000,0.00000,0.00000,,,
AIR_51,Household air pollution attributable death rate (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2256,,,,PUBLISHED,Published,,2016,2016,,EUR,2016,2016,Europe,,,,,FRA,France,,,,,MLE,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENVCAUSE039,Lower respiratory infections,,0 [0–0],0.00000,0.00000,0.00000,,,
AIR_52,"Household air pollution attributable death rate (per 100 000 population, age-standardized)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2256,,,,PUBLISHED,Published,,2016,2016,,EUR,2016,2016,Europe,,,,,FRA,France,,,,,MLE,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENVCAUSE113,Ischaemic heart disease,,0 [NA–NA],0.00000,,,,,
AIR_52,"Household air pollution attributable death rate (per 100 000 population, age-standardized)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2256,,,,PUBLISHED,Published,,2016,2016,,EUR,2016,2016,Europe,,,,,FRA,France,,,,,MLE,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENVCAUSE039,Lower respiratory infections,,0 [NA–NA],0.00000,,,,,
AIR_52,"Household air pollution attributable death rate (per 100 000 population, age-standardized)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2256,,,,PUBLISHED,Published,,2016,2016,,EUR,2016,2016,Europe,,,,,FRA,France,,,,,MLE,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENVCAUSE114,Stroke,,0 [NA–NA],0.00000,,,,,
AIR_52,"Household air pollution attributable death rate (per 100 000 population, age-standardized)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2256,,,,PUBLISHED,Published,,2016,2016,,EUR,2016,2016,Europe,,,,,FRA,France,,,,,MLE,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENVCAUSE068,"Trachea, bronchus, lung cancers",,0 [NA–NA],0.00000,,,,,
AIR_15,Household air pollution attributable DALYs,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4491,,,,PUBLISHED,Published,,2016,2016,,EUR,2016,2016,Europe,,,,,FRA,France,,,,,MLE,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENVCAUSE068,"Trachea, bronchus, lung cancers",,0 [0–0],0.00000,0.00000,0.00000,,,
AIR_15,Household air pollution attributable DALYs,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4491,,,,PUBLISHED,Published,,2016,2016,,EUR,2016,2016,Europe,,,,,FRA,France,,,,,MLE,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENVCAUSE114,Stroke,,0 [0–0],0.00000,0.00000,0.00000,,,
AIR_15,Household air pollution attributable DALYs,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4491,,,,PUBLISHED,Published,,2016,2016,,EUR,2016,2016,Europe,,,,,FRA,France,,,,,BTSX,Both sexes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENVCAUSE000,Total,,0 [0–0],0.00000,0.00000,0.00000,,,
AIR_15,Household air pollution attributable DALYs,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4491,,,,PUBLISHED,Published,,2016,2016,,EUR,2016,2016,Europe,,,,,FRA,France,,,,,BTSX,Both sexes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENVCAUSE118,Chronic obstructive pulmonary disease,,0 [0–0],0.00000,0.00000,0.00000,,,
AIR_17,Household air pollution attributable DALYs (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4491,,,,PUBLISHED,Published,,2016,2016,,EUR,2016,2016,Europe,,,,,FRA,France,,,,,FMLE,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENVCAUSE113,Ischaemic heart disease,,0,0.00000,0.00000,0.00000,,,
AIR_17,Household air pollution attributable DALYs (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4491,,,,PUBLISHED,Published,,2016,2016,,EUR,2016,2016,Europe,,,,,FRA,France,,,,,FMLE,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENVCAUSE068,"Trachea, bronchus, lung cancers",,0,0.00000,0.00000,0.00000,,,
AIR_39,"Household air pollution attributable DALYs (per 100 000, age-standardized)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4491,,,,PUBLISHED,Published,,2016,2016,,EUR,2016,2016,Europe,,,,,FRA,France,,,,,BTSX,Both sexes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENVCAUSE104,Cataracts,,0,0.00000,,,,,
AIR_39,"Household air pollution attributable DALYs (per 100 000, age-standardized)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4491,,,,PUBLISHED,Published,,2016,2016,,EUR,2016,2016,Europe,,,,,FRA,France,,,,,BTSX,Both sexes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENVCAUSE113,Ischaemic heart disease,,0,0.00000,,,,,
AIR_39,"Household air pollution attributable DALYs (per 100 000, age-standardized)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4491,,,,PUBLISHED,Published,,2016,2016,,EUR,2016,2016,Europe,,,,,FRA,France,,,,,MLE,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENVCAUSE068,"Trachea, bronchus, lung cancers",,0,0.00000,,,,,
AIR_39,"Household air pollution attributable DALYs (per 100 000, age-standardized)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4491,,,,PUBLISHED,Published,,2016,2016,,EUR,2016,2016,Europe,,,,,FRA,France,,,,,MLE,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENVCAUSE039,Lower respiratory infections,,0,0.00000,,,,,
AIR_4,Ambient air pollution attributable deaths in children under 5 years,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2259,,,,PUBLISHED,Published,,2016,2016,,EUR,2016,2016,Europe,,,,,FRA,France,,,,,BTSX,Both sexes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENVCAUSE039,Lower respiratory infections,,4 [1–7],3.61689,1.24474,6.88845,,,
AIR_12,Household air pollution attributable deaths in children under 5 years,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2256,,,,PUBLISHED,Published,,2016,2016,,EUR,2016,2016,Europe,,,,,FRA,France,,,,,BTSX,Both sexes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENVCAUSE039,Lower respiratory infections,,0 [0–0],0.00000,0.00000,0.00000,,,
AIR_41,Ambient air pollution attributable deaths,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2259,,,,PUBLISHED,Published,,2016,2016,,EUR,2016,2016,Europe,,,,,FRA,France,,,,,FMLE,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENVCAUSE114,Stroke,,1649 [623–4069],1649.04776,623.39117,4068.65845,,,
AIR_42,"Ambient air pollution attributable death rate (per 100 000 population, age-standardized)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2259,,,,PUBLISHED,Published,,2016,2016,,EUR,2016,2016,Europe,,,,,FRA,France,,,,,BTSX,Both sexes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENVCAUSE039,Lower respiratory infections,,1 [0–2],0.96636,0.33257,1.84045,,,
AIR_5,Ambient air pollution attributable death rate (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2259,,,,PUBLISHED,Published,,2016,2016,,EUR,2016,2016,Europe,,,,,FRA,France,,,,,FMLE,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENVCAUSE039,Lower respiratory infections,,3 [1–6],3.34913,1.15259,6.37849,,,
AIR_5,Ambient air pollution attributable death rate (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2259,,,,PUBLISHED,Published,,2016,2016,,EUR,2016,2016,Europe,,,,,FRA,France,,,,,BTSX,Both sexes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENVCAUSE118,Chronic obstructive pulmonary disease,,4 [2–7],3.99687,1.52900,7.14033,,,
AIR_42,"Ambient air pollution attributable death rate (per 100 000 population, age-standardized)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2259,,,,PUBLISHED,Published,,2016,2016,,EUR,2016,2016,Europe,,,,,FRA,France,,,,,FMLE,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENVCAUSE000,Total,,7 [5–9],6.66711,4.81696,9.44776,,,
AIR_42,"Ambient air pollution attributable death rate (per 100 000 population, age-standardized)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2259,,,,PUBLISHED,Published,,2016,2016,,EUR,2016,2016,Europe,,,,,FRA,France,,,,,BTSX,Both sexes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENVCAUSE118,Chronic obstructive pulmonary disease,,1 [1–2],1.37463,0.52586,2.45575,,,
AIR_5,Ambient air pollution attributable death rate (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2259,,,,PUBLISHED,Published,,2016,2016,,EUR,2016,2016,Europe,,,,,FRA,France,,,,,MLE,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENVCAUSE000,Total,,27 [21–35],27.43741,20.87341,34.58719,,,
AIR_5,Ambient air pollution attributable death rate (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2259,,,,PUBLISHED,Published,,2016,2016,,EUR,2016,2016,Europe,,,,,FRA,France,,,,,FMLE,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENVCAUSE118,Chronic obstructive pulmonary disease,,3 [1–6],3.41774,1.30746,6.10574,,,
AIR_7,Ambient air pollution attributable DALYs,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2259,,,,PUBLISHED,Published,,2016,2016,,EUR,2016,2016,Europe,,,,,FRA,France,,,,,MLE,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENVCAUSE068,"Trachea, bronchus, lung cancers",,42305 [20074–71596],42304.62973,20074.36719,71595.88281,,,
AIR_9,Ambient air pollution attributable DALYs  (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2259,,,,PUBLISHED,Published,,2016,2016,,EUR,2016,2016,Europe,,,,,FRA,France,,,,,MLE,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENVCAUSE039,Lower respiratory infections,,38 [13–72],37.70784,12.97695,71.81537,,,
AIR_9,Ambient air pollution attributable DALYs  (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2259,,,,PUBLISHED,Published,,2016,2016,,EUR,2016,2016,Europe,,,,,FRA,France,,,,,BTSX,Both sexes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENVCAUSE114,Stroke,,74 [47–132],74.29456,46.75373,132.02489,,,
AIR_9,Ambient air pollution attributable DALYs  (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2259,,,,PUBLISHED,Published,,2016,2016,,EUR,2016,2016,Europe,,,,,FRA,France,,,,,BTSX,Both sexes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENVCAUSE104,Cataracts,,0 [0–0],0.00000,0.00000,0.00000,,,
AIR_90,"Ambient air pollution attributable DALYs  (per 100 000 population, age-standardized)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2259,,,,PUBLISHED,Published,,2016,2016,,EUR,2016,2016,Europe,,,,,FRA,France,,,,,FMLE,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENVCAUSE114,Stroke,,31 [18–61],31.24888,17.52906,61.16307,,,
AIR_90,"Ambient air pollution attributable DALYs  (per 100 000 population, age-standardized)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2259,,,,PUBLISHED,Published,,2016,2016,,EUR,2016,2016,Europe,,,,,FRA,France,,,,,MLE,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENVCAUSE113,Ischaemic heart disease,,129 [99–156],129.07698,99.48071,156.03940,,,
AIR_9,Ambient air pollution attributable DALYs  (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2259,,,,PUBLISHED,Published,,2016,2016,,EUR,2016,2016,Europe,,,,,FRA,France,,,,,MLE,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENVCAUSE068,"Trachea, bronchus, lung cancers",,133 [63–225],132.98471,63.10382,225.06183,,,
AIR_9,Ambient air pollution attributable DALYs  (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2259,,,,PUBLISHED,Published,,2016,2016,,EUR,2016,2016,Europe,,,,,FRA,France,,,,,MLE,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENVCAUSE114,Stroke,,74 [51–118],74.25777,51.14672,117.95663,,,
AIR_90,"Ambient air pollution attributable DALYs  (per 100 000 population, age-standardized)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2259,,,,PUBLISHED,Published,,2016,2016,,EUR,2016,2016,Europe,,,,,FRA,France,,,,,FMLE,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENVCAUSE113,Ischaemic heart disease,,42 [27–58],41.91214,26.96582,58.29321,,,
AIR_90,"Ambient air pollution attributable DALYs  (per 100 000 population, age-standardized)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2259,,,,PUBLISHED,Published,,2016,2016,,EUR,2016,2016,Europe,,,,,FRA,France,,,,,MLE,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENVCAUSE118,Chronic obstructive pulmonary disease,,35 [14–63],35.45817,13.56454,63.34541,,,
AIR_90,"Ambient air pollution attributable DALYs  (per 100 000 population, age-standardized)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2259,,,,PUBLISHED,Published,,2016,2016,,EUR,2016,2016,Europe,,,,,FRA,France,,,,,BTSX,Both sexes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENVCAUSE039,Lower respiratory infections,,16 [5–30],15.60474,5.37029,29.71956,,,
WSH_1,SDG 3.9.2 WASH deaths,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2260,,,,PUBLISHED,Published,,2016,2016,,EUR,2016,2016,Europe,,,,,FRA,France,,,,,BTSX,Both sexes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172,171.77870,,,,,
WSH_10_HYG,Number of diarrhoea deaths from inadequate hygiene,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2260,,,,PUBLISHED,Published,,2016,2016,,EUR,2016,2016,Europe,,,,,FRA,France,,YEARSALL,All age groups (total),,FMLE,Female,,,,,,,,,,,INADEQUATE_HYGIENE,Inadequate hygiene,,,,,,,,,,,,,,,,,,,,107,106.77588,,,,,
WSH_30_HYG,Number of diarrhoea DALYs from inadequate hygiene,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2260,,,,PUBLISHED,Published,,2016,2016,,EUR,2016,2016,Europe,,,,,FRA,France,,YEARSALL,All age groups (total),,MLE,Male,,,,,,,,,,,INADEQUATE_HYGIENE,Inadequate hygiene,,,,,,,,,,,,,,,,,,,,1580,1579.82913,,,,,
WSH_10,"Number of diarrhoea deaths from inadequate water, sanitation and hygiene",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2260,,,,PUBLISHED,Published,,2016,2016,,EUR,2016,2016,Europe,,,,,FRA,France,,YEARSALL,All age groups (total),,BTSX,Both sexes,,,,,,,,,,,INADEQUATE_WSH,"Inadequate water, sanitation and hygiene",,,,,,,,,,,,,,,,,,,,172 [0-638],171.74886,0.00000,637.64525,,,
WSH_30,"Number of diarrhoea DALYs from inadequate water, sanitation and hygiene",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2260,,,,PUBLISHED,Published,,2016,2016,,EUR,2016,2016,Europe,,,,,FRA,France,,YEARSALL,All age groups (total),,BTSX,Both sexes,,,,,,,,,,,INADEQUATE_WSH,"Inadequate water, sanitation and hygiene",,,,,,,,,,,,,,,,,,,,3578,3578.46575,,,,,
WSH_30,"Number of diarrhoea DALYs from inadequate water, sanitation and hygiene",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2260,,,,PUBLISHED,Published,,2016,2016,,EUR,2016,2016,Europe,,,,,FRA,France,,YEARSALL,All age groups (total),,MLE,Male,,,,,,,,,,,INADEQUATE_WSH,"Inadequate water, sanitation and hygiene",,,,,,,,,,,,,,,,,,,,1580,1579.82913,,,,,
AIR_45,Ambient air pollution attributable YLLs,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2259,,,,PUBLISHED,Published,,2016,2016,,EUR,2016,2016,Europe,,,,,FRA,France,,,,,BTSX,Both sexes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENVCAUSE114,Stroke,,40 024,40023.80008,,,,,
AIR_45,Ambient air pollution attributable YLLs,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2259,,,,PUBLISHED,Published,,2016,2016,,EUR,2016,2016,Europe,,,,,FRA,France,,,,,BTSX,Both sexes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENVCAUSE000,Total,,256633 [201469-318933],256633.00000,201469.00000,318933.00000,,,
AIR_45,Ambient air pollution attributable YLLs,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2259,,,,PUBLISHED,Published,,2016,2016,,EUR,2016,2016,Europe,,,,,FRA,France,,,,,FMLE,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENVCAUSE039,Lower respiratory infections,,11 312,11312.08903,,,,,
AIR_45,Ambient air pollution attributable YLLs,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2259,,,,PUBLISHED,Published,,2016,2016,,EUR,2016,2016,Europe,,,,,FRA,France,,,,,FMLE,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENVCAUSE118,Chronic obstructive pulmonary disease,,13 272,13271.82703,,,,,
AIR_45,Ambient air pollution attributable YLLs,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2259,,,,PUBLISHED,Published,,2016,2016,,EUR,2016,2016,Europe,,,,,FRA,France,,,,,FMLE,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENVCAUSE113,Ischaemic heart disease,,34 941,34941.27941,,,,,
WSH_WATER_SAFELY_MANAGED,Population using safely managed drinking-water services (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4819,,,,PUBLISHED,Published,,2009,2009,,EUR,2009,2009,Europe,,,,,FRA,France,,,,,,,,TOTL,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97,97.26331,,,,,
WSH_WATER_SAFELY_MANAGED,Population using safely managed drinking-water services (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4819,,,,PUBLISHED,Published,,2010,2010,,EUR,2010,2010,Europe,,,,,FRA,France,,,,,,,,TOTL,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97,97.34013,,,,,
WSH_WATER_SAFELY_MANAGED,Population using safely managed drinking-water services (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4819,,,,PUBLISHED,Published,,2011,2011,,EUR,2011,2011,Europe,,,,,FRA,France,,,,,,,,TOTL,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97,97.41680,,,,,
